OrderID,ItemID,Quantity
ORD02722,ITEM07481,4
ORD03484,ITEM03778,6
ORD00777,ITEM08759,7
ORD05966,ITEM00310,5
ORD07374,ITEM04386,5
ORD01402,ITEM00517,3
ORD07956,ITEM06685,6
ORD02317,ITEM08243,10
ORD08287,ITEM01888,6
ORD00204,ITEM00919,8
ORD08908,ITEM05078,5
ORD04718,ITEM06363,8
ORD08968,ITEM03533,6
ORD05025,ITEM08822,1
ORD02786,ITEM03659,8
ORD02881,ITEM04779,5
ORD03506,ITEM05474,10
ORD08012,ITEM05821,3
ORD06668,ITEM05501,3
ORD08295,ITEM07516,5
ORD04406,ITEM02480,3
ORD03034,ITEM05915,3
ORD00426,ITEM04938,8
ORD04482,ITEM01082,1
ORD05839,ITEM08103,6
ORD04603,ITEM04388,3
ORD04173,ITEM01112,8
ORD07042,ITEM06174,7
ORD01358,ITEM04961,4
ORD09944,ITEM03661,10
ORD02430,ITEM08397,4
ORD08403,ITEM01566,3
ORD02428,ITEM00331,3
ORD09190,ITEM09863,8
ORD08782,ITEM08981,7
ORD04314,ITEM08742,7
ORD07832,ITEM07717,4
ORD02911,ITEM06712,5
ORD07090,ITEM04983,8
ORD06536,ITEM00473,9
ORD00280,ITEM04606,4
ORD08227,ITEM09046,3
ORD02921,ITEM03085,1
ORD08808,ITEM08562,6
ORD01778,ITEM02368,4
ORD07564,ITEM01621,7
ORD09573,ITEM07310,4
ORD01081,ITEM04081,2
ORD05027,ITEM09582,7
ORD06498,ITEM08084,2
ORD04937,ITEM09007,10
ORD03121,ITEM02795,2
ORD02463,ITEM07017,8
ORD05552,ITEM09437,5
ORD07351,ITEM02817,8
ORD01819,ITEM05897,3
ORD06866,ITEM06156,2
ORD05860,ITEM07852,9
ORD02714,ITEM03144,7
ORD08703,ITEM08655,2
ORD01767,ITEM05669,6
ORD02568,ITEM00548,5
ORD06078,ITEM05809,1
ORD09801,ITEM09950,9
ORD08211,ITEM07083,6
ORD05475,ITEM09491,9
ORD02825,ITEM09087,6
ORD07974,ITEM03302,8
ORD08121,ITEM02511,6
ORD09517,ITEM02383,2
ORD05621,ITEM07675,9
ORD02148,ITEM02064,2
ORD08430,ITEM05785,2
ORD03558,ITEM03198,5
ORD07340,ITEM05257,2
ORD02079,ITEM06092,1
ORD04099,ITEM00657,2
ORD05604,ITEM00687,5
ORD08954,ITEM05296,3
ORD02063,ITEM06397,8
ORD04194,ITEM05786,4
ORD05187,ITEM00260,10
ORD00169,ITEM08091,3
ORD01812,ITEM04556,4
ORD04384,ITEM03652,4
ORD04934,ITEM03644,4
ORD00772,ITEM02695,10
ORD02648,ITEM07590,6
ORD07710,ITEM04199,6
ORD06906,ITEM04884,4
ORD01174,ITEM00217,6
ORD08533,ITEM06561,7
ORD00463,ITEM09528,8
ORD02682,ITEM06442,2
ORD07267,ITEM08294,10
ORD08021,ITEM09413,4
ORD09306,ITEM04198,4
ORD08708,ITEM05481,6
ORD01906,ITEM05195,1
ORD06133,ITEM08413,8
ORD07670,ITEM04441,1
ORD08517,ITEM02961,5
ORD01158,ITEM04057,1
ORD09908,ITEM04803,6
ORD01346,ITEM01842,5
ORD08812,ITEM08655,1
ORD01585,ITEM07722,1
ORD04739,ITEM07287,2
ORD07079,ITEM00347,8
ORD00255,ITEM01636,10
ORD02166,ITEM08134,5
ORD02462,ITEM07702,6
ORD08290,ITEM09540,4
ORD09027,ITEM07521,1
ORD02902,ITEM03263,9
ORD00796,ITEM00875,10
ORD04760,ITEM06448,2
ORD07639,ITEM01199,4
ORD00801,ITEM00633,6
ORD02164,ITEM00681,4
ORD00886,ITEM04643,3
ORD07631,ITEM07390,8
ORD00135,ITEM00293,8
ORD01965,ITEM05839,10
ORD05337,ITEM05718,2
ORD02254,ITEM01770,6
ORD09710,ITEM08151,4
ORD07286,ITEM04509,3
ORD00580,ITEM00571,3
ORD04022,ITEM06345,3
ORD09873,ITEM03490,4
ORD09588,ITEM00543,2
ORD06520,ITEM09723,7
ORD07216,ITEM01470,8
ORD06110,ITEM06426,6
ORD08589,ITEM04604,1
ORD04389,ITEM04362,7
ORD04761,ITEM09502,7
ORD01704,ITEM01689,9
ORD00926,ITEM06692,6
ORD09402,ITEM01498,6
ORD07451,ITEM01987,9
ORD00529,ITEM04041,7
ORD02718,ITEM01940,7
ORD03556,ITEM07499,2
ORD09033,ITEM04418,8
ORD01472,ITEM07018,2
ORD09247,ITEM07920,2
ORD06579,ITEM04780,7
ORD08508,ITEM06411,2
ORD05783,ITEM03755,10
ORD02211,ITEM07260,4
ORD00374,ITEM07547,9
ORD05111,ITEM03895,6
ORD09577,ITEM09855,8
ORD09553,ITEM08168,2
ORD04733,ITEM05418,5
ORD08835,ITEM01553,7
ORD08909,ITEM06922,3
ORD05366,ITEM05137,7
ORD01934,ITEM03519,2
ORD00852,ITEM08314,10
ORD04133,ITEM08579,5
ORD02168,ITEM09277,1
ORD08671,ITEM02944,1
ORD01520,ITEM08434,3
ORD05039,ITEM02721,1
ORD07364,ITEM03413,9
ORD03558,ITEM01354,9
ORD09179,ITEM06129,3
ORD07748,ITEM09994,10
ORD07277,ITEM08832,10
ORD04752,ITEM00870,1
ORD02921,ITEM06319,2
ORD00562,ITEM08890,10
ORD00251,ITEM07077,2
ORD05048,ITEM05323,4
ORD04371,ITEM04203,10
ORD06411,ITEM07147,9
ORD01469,ITEM05707,5
ORD00227,ITEM06248,8
ORD06855,ITEM03414,6
ORD00353,ITEM03592,7
ORD09701,ITEM05136,7
ORD02579,ITEM01326,9
ORD01880,ITEM07164,2
ORD06732,ITEM04432,7
ORD00411,ITEM07625,10
ORD05826,ITEM04429,1
ORD02212,ITEM08921,1
ORD02260,ITEM07293,5
ORD03189,ITEM07524,2
ORD09046,ITEM09986,8
ORD02446,ITEM08005,5
ORD03197,ITEM05116,8
ORD02120,ITEM03594,2
ORD06657,ITEM05261,1
ORD01594,ITEM07348,5
ORD08073,ITEM08767,8
ORD02950,ITEM09214,5
ORD02883,ITEM04511,6
ORD07663,ITEM09052,5
ORD04749,ITEM09504,10
ORD02960,ITEM07416,1
ORD03666,ITEM00040,9
ORD04602,ITEM09317,1
ORD08449,ITEM08822,4
ORD03385,ITEM06658,8
ORD06005,ITEM04981,4
ORD00679,ITEM02274,4
ORD06212,ITEM09247,1
ORD09112,ITEM00456,2
ORD05840,ITEM08093,4
ORD09554,ITEM06334,7
ORD02554,ITEM07778,6
ORD09610,ITEM09950,4
ORD07673,ITEM02885,6
ORD00580,ITEM07496,4
ORD05121,ITEM06804,9
ORD00057,ITEM06629,7
ORD03874,ITEM05427,3
ORD01318,ITEM06434,6
ORD00955,ITEM06093,10
ORD03240,ITEM02415,10
ORD09072,ITEM08178,3
ORD06941,ITEM00366,7
ORD05452,ITEM00774,10
ORD03742,ITEM03277,2
ORD00555,ITEM05603,9
ORD02923,ITEM03030,9
ORD07340,ITEM04485,5
ORD09535,ITEM04791,6
ORD09793,ITEM08416,5
ORD03529,ITEM05339,1
ORD00524,ITEM00671,10
ORD06937,ITEM03932,6
ORD07422,ITEM04988,10
ORD04136,ITEM08999,2
ORD08517,ITEM04402,9
ORD03578,ITEM00302,10
ORD07152,ITEM02999,10
ORD03691,ITEM00381,6
ORD01453,ITEM03417,6
ORD08853,ITEM09968,8
ORD06702,ITEM02071,3
ORD02937,ITEM01276,6
ORD08571,ITEM00789,6
ORD07870,ITEM07488,7
ORD06284,ITEM08940,3
ORD02873,ITEM02945,8
ORD04670,ITEM05596,3
ORD04530,ITEM09348,6
ORD02921,ITEM03711,1
ORD09814,ITEM01721,1
ORD08934,ITEM01272,6
ORD00471,ITEM03850,5
ORD09367,ITEM02823,3
ORD07108,ITEM02343,10
ORD09027,ITEM08030,2
ORD05294,ITEM03366,4
ORD07605,ITEM00700,8
ORD06380,ITEM08880,9
ORD05075,ITEM09539,1
ORD04048,ITEM08624,4
ORD09591,ITEM07645,3
ORD02037,ITEM08379,6
ORD00462,ITEM00908,3
ORD05011,ITEM03290,3
ORD03510,ITEM07881,8
ORD01658,ITEM08014,5
ORD05656,ITEM06329,6
ORD05788,ITEM05320,6
ORD00365,ITEM01988,1
ORD06121,ITEM04507,7
ORD00093,ITEM02822,8
ORD09864,ITEM01611,8
ORD02108,ITEM08701,9
ORD02993,ITEM03687,5
ORD09357,ITEM02195,8
ORD07448,ITEM06988,7
ORD08569,ITEM09634,7
ORD06399,ITEM07142,4
ORD00335,ITEM08651,7
ORD06196,ITEM05544,8
ORD04348,ITEM03139,8
ORD07625,ITEM07620,3
ORD03060,ITEM04722,1
ORD09760,ITEM04236,3
ORD09987,ITEM04313,7
ORD00836,ITEM00248,3
ORD06649,ITEM05792,3
ORD02152,ITEM00831,5
ORD05914,ITEM08129,1
ORD04016,ITEM03788,1
ORD03314,ITEM00551,5
ORD09405,ITEM04248,6
ORD08302,ITEM06954,9
ORD04237,ITEM01579,3
ORD01324,ITEM08165,8
ORD01955,ITEM07100,1
ORD07835,ITEM07532,7
ORD03095,ITEM03762,3
ORD03354,ITEM00719,3
ORD09551,ITEM01087,7
ORD02453,ITEM09728,6
ORD09350,ITEM03407,3
ORD00876,ITEM02862,10
ORD00344,ITEM01947,7
ORD08010,ITEM06045,8
ORD05136,ITEM02382,1
ORD02210,ITEM06038,2
ORD06284,ITEM04173,7
ORD06714,ITEM01067,4
ORD07460,ITEM00938,6
ORD02760,ITEM08830,3
ORD04799,ITEM01260,10
ORD02703,ITEM02693,3
ORD05786,ITEM00664,6
ORD07206,ITEM02859,1
ORD07101,ITEM03873,7
ORD07644,ITEM04462,3
ORD00870,ITEM09402,3
ORD08761,ITEM03214,1
ORD05827,ITEM07759,8
ORD08836,ITEM06132,5
ORD05274,ITEM05784,6
ORD00577,ITEM08512,6
ORD06669,ITEM06518,9
ORD08896,ITEM00380,1
ORD06171,ITEM03982,4
ORD05511,ITEM00492,2
ORD00073,ITEM04593,3
ORD07068,ITEM08981,9
ORD06617,ITEM09387,6
ORD07176,ITEM04574,1
ORD03425,ITEM09517,5
ORD02063,ITEM04201,6
ORD03656,ITEM02452,9
ORD03251,ITEM01390,3
ORD03393,ITEM08724,10
ORD02688,ITEM02362,10
ORD02860,ITEM07918,4
ORD04835,ITEM05132,6
ORD09298,ITEM09786,9
ORD03994,ITEM03808,6
ORD09869,ITEM07443,7
ORD07711,ITEM01228,8
ORD05807,ITEM09560,10
ORD04190,ITEM09126,2
ORD05680,ITEM00490,10
ORD04764,ITEM05481,4
ORD00335,ITEM04567,9
ORD03898,ITEM05907,8
ORD06994,ITEM05863,6
ORD00459,ITEM08066,6
ORD08191,ITEM09359,6
ORD07823,ITEM02672,9
ORD09931,ITEM08697,5
ORD09144,ITEM00849,8
ORD07046,ITEM09635,8
ORD08159,ITEM05240,7
ORD04164,ITEM09379,6
ORD09664,ITEM09287,7
ORD04747,ITEM02327,9
ORD08247,ITEM00848,6
ORD07666,ITEM04376,4
ORD09591,ITEM00267,9
ORD08994,ITEM00848,5
ORD03649,ITEM02144,3
ORD09009,ITEM04802,2
ORD04409,ITEM09228,6
ORD03697,ITEM03736,4
ORD08921,ITEM03357,7
ORD07166,ITEM07530,4
ORD08839,ITEM04515,5
ORD02784,ITEM05149,4
ORD01320,ITEM07994,8
ORD06630,ITEM01830,5
ORD07112,ITEM02410,1
ORD02422,ITEM06421,9
ORD07777,ITEM09177,4
ORD00036,ITEM01329,2
ORD04983,ITEM00391,1
ORD04590,ITEM08038,7
ORD07927,ITEM01458,1
ORD04383,ITEM05178,8
ORD04792,ITEM06133,4
ORD02774,ITEM06876,1
ORD02316,ITEM06776,7
ORD05459,ITEM08405,9
ORD09718,ITEM02748,2
ORD06640,ITEM06323,9
ORD01451,ITEM06309,10
ORD07206,ITEM03873,7
ORD00009,ITEM02915,2
ORD06912,ITEM09023,1
ORD01708,ITEM00201,10
ORD04842,ITEM06578,5
ORD03693,ITEM08726,7
ORD06004,ITEM00338,1
ORD06496,ITEM05927,7
ORD02668,ITEM07414,1
ORD05198,ITEM09232,8
ORD05986,ITEM06322,8
ORD02083,ITEM01678,10
ORD08820,ITEM05875,2
ORD03829,ITEM00421,5
ORD03389,ITEM03956,10
ORD08693,ITEM06401,3
ORD08116,ITEM04067,10
ORD04612,ITEM05027,2
ORD02339,ITEM08090,4
ORD04157,ITEM01827,5
ORD09149,ITEM02603,1
ORD09189,ITEM04955,2
ORD08037,ITEM05134,6
ORD04647,ITEM09778,4
ORD07922,ITEM07564,4
ORD08274,ITEM03701,7
ORD07905,ITEM07385,2
ORD03880,ITEM07149,4
ORD02624,ITEM01931,3
ORD05889,ITEM06712,10
ORD05686,ITEM03250,2
ORD00115,ITEM05877,4
ORD00918,ITEM06452,4
ORD09833,ITEM04285,1
ORD07020,ITEM02420,5
ORD03286,ITEM08352,3
ORD09010,ITEM03782,9
ORD08752,ITEM07937,5
ORD01689,ITEM01481,4
ORD09351,ITEM05136,8
ORD06381,ITEM01382,9
ORD00654,ITEM07516,1
ORD00972,ITEM01738,2
ORD01780,ITEM09512,2
ORD08305,ITEM01668,8
ORD05323,ITEM01748,7
ORD05993,ITEM06500,7
ORD03176,ITEM07843,8
ORD04960,ITEM08469,7
ORD04552,ITEM00393,10
ORD00223,ITEM02647,9
ORD06636,ITEM01701,5
ORD06374,ITEM09342,8
ORD07523,ITEM02498,4
ORD03564,ITEM03363,9
ORD04189,ITEM05704,1
ORD09101,ITEM02064,3
ORD03679,ITEM04106,8
ORD01058,ITEM08659,8
ORD06335,ITEM02174,6
ORD06422,ITEM02732,6
ORD02435,ITEM08012,5
ORD00563,ITEM01533,7
ORD06565,ITEM08786,10
ORD03664,ITEM03261,5
ORD07194,ITEM00092,10
ORD09785,ITEM07684,9
ORD02823,ITEM04598,10
ORD04063,ITEM09855,5
ORD05474,ITEM05748,1
ORD06041,ITEM06588,4
ORD02906,ITEM04008,3
ORD00135,ITEM07853,7
ORD02694,ITEM03717,6
ORD01158,ITEM09654,7
ORD06913,ITEM02444,8
ORD06977,ITEM06741,2
ORD01854,ITEM02665,9
ORD01174,ITEM05706,8
ORD08143,ITEM09448,2
ORD07225,ITEM01546,4
ORD05995,ITEM07643,10
ORD03422,ITEM01369,7
ORD09956,ITEM03914,3
ORD06669,ITEM07148,4
ORD03991,ITEM03250,2
ORD00438,ITEM07371,2
ORD06009,ITEM06705,3
ORD00212,ITEM02118,6
ORD09144,ITEM05510,1
ORD06957,ITEM02074,2
ORD01946,ITEM07733,6
ORD07168,ITEM07057,9
ORD01973,ITEM01616,8
ORD03534,ITEM00885,9
ORD09636,ITEM05915,9
ORD01266,ITEM09050,1
ORD01881,ITEM07819,2
ORD00204,ITEM07131,7
ORD09322,ITEM03372,8
ORD02528,ITEM06935,3
ORD00618,ITEM07054,9
ORD00370,ITEM05691,4
ORD00776,ITEM06246,4
ORD02601,ITEM06762,4
ORD01288,ITEM04272,9
ORD09720,ITEM05732,2
ORD08328,ITEM06821,2
ORD03063,ITEM00025,5
ORD00913,ITEM08712,10
ORD00257,ITEM00560,4
ORD00294,ITEM03411,10
ORD00491,ITEM09488,3
ORD09670,ITEM01347,10
ORD09212,ITEM06683,10
ORD03238,ITEM06183,5
ORD00501,ITEM05650,5
ORD03006,ITEM05249,2
ORD07055,ITEM08603,5
ORD09424,ITEM01367,7
ORD01199,ITEM06417,5
ORD03928,ITEM07645,2
ORD03259,ITEM05448,8
ORD07560,ITEM04232,6
ORD08239,ITEM08381,4
ORD06210,ITEM02403,5
ORD04207,ITEM00966,2
ORD03227,ITEM08564,4
ORD09468,ITEM00556,1
ORD03763,ITEM03087,5
ORD08227,ITEM06357,8
ORD01042,ITEM06578,8
ORD01533,ITEM06324,9
ORD05779,ITEM02889,6
ORD03365,ITEM09983,9
ORD02821,ITEM08938,6
ORD00554,ITEM02263,1
ORD08487,ITEM04252,10
ORD03169,ITEM09836,5
ORD07741,ITEM02418,3
ORD09829,ITEM07262,9
ORD01545,ITEM01077,7
ORD08430,ITEM04569,6
ORD09552,ITEM05457,7
ORD04865,ITEM02172,2
ORD04780,ITEM05863,8
ORD05005,ITEM00655,6
ORD00189,ITEM03246,2
ORD09334,ITEM05391,8
ORD04684,ITEM09396,8
ORD06325,ITEM04140,8
ORD04782,ITEM02965,1
ORD07652,ITEM09312,8
ORD09563,ITEM00673,4
ORD07865,ITEM06188,2
ORD01586,ITEM03093,8
