BranchID,ItemID,IsAvailable
BR03183,ITEM07657,1
BR03302,ITEM08687,0
BR08563,ITEM02740,1
BR00702,ITEM01678,0
BR00803,ITEM02484,1
BR03590,ITEM04103,0
BR07811,ITEM09029,0
BR07348,ITEM08920,0
BR00492,ITEM04705,0
BR06833,ITEM04351,1
BR08112,ITEM02160,1
BR06873,ITEM02152,1
BR00593,ITEM04240,1
BR02870,ITEM02730,1
BR08906,ITEM05067,0
BR05984,ITEM09902,1
BR09012,ITEM01758,1
BR09975,ITEM02823,1
BR06275,ITEM08615,0
BR09062,ITEM02471,1
BR03444,ITEM01076,0
BR00601,ITEM09892,1
BR03618,ITEM00123,0
BR09525,ITEM09125,0
BR07141,ITEM06971,0
BR05312,ITEM00976,1
BR09278,ITEM05607,1
BR05442,ITEM03857,0
BR07603,ITEM00071,0
BR08339,ITEM04978,0
BR04228,ITEM04070,0
BR07515,ITEM01203,1
BR00860,ITEM08885,0
BR01171,ITEM05297,1
BR06286,ITEM02065,0
BR04415,ITEM08367,0
BR09969,ITEM06637,0
BR02388,ITEM07252,0
BR03012,ITEM00605,1
BR05820,ITEM09729,0
BR07999,ITEM03824,1
BR07519,ITEM00265,0
BR09595,ITEM00128,0
BR08533,ITEM06513,1
BR03898,ITEM03708,1
BR08156,ITEM08686,1
BR03529,ITEM08434,1
BR07106,ITEM03695,1
BR03969,ITEM09204,0
BR04148,ITEM08110,0
BR01662,ITEM01633,0
BR02496,ITEM01037,1
BR00315,ITEM05738,1
BR07892,ITEM01840,1
BR01077,ITEM04998,1
BR08941,ITEM00968,1
BR04975,ITEM03468,0
BR09968,ITEM04787,0
BR08937,ITEM00934,0
BR04627,ITEM03021,0
BR02341,ITEM05205,1
BR03978,ITEM00779,0
BR07222,ITEM01767,0
BR06680,ITEM00323,0
BR02139,ITEM01350,1
BR05074,ITEM09902,1
BR03847,ITEM07303,1
BR03406,ITEM00194,0
BR01848,ITEM00299,1
BR00848,ITEM06191,1
BR09061,ITEM09893,0
BR07950,ITEM04530,1
BR08467,ITEM07349,1
BR02391,ITEM06185,0
BR04839,ITEM05722,1
BR04460,ITEM06407,0
BR07975,ITEM09971,0
BR04501,ITEM02916,0
BR01762,ITEM06751,1
BR06672,ITEM08439,0
BR08550,ITEM07890,1
BR01390,ITEM06488,1
BR08257,ITEM08841,1
BR03851,ITEM05180,1
BR01378,ITEM06827,0
BR01389,ITEM00591,1
BR07828,ITEM00195,1
BR04888,ITEM03719,0
BR01669,ITEM00154,1
BR02137,ITEM05637,0
BR08887,ITEM03403,0
BR09191,ITEM05324,0
BR05347,ITEM04072,1
BR00609,ITEM06062,0
BR04144,ITEM08747,0
BR04331,ITEM05285,1
BR06853,ITEM05770,0
BR06304,ITEM00970,0
BR07319,ITEM09739,0
BR03251,ITEM06237,0
BR09549,ITEM01785,0
BR03272,ITEM00497,1
BR07588,ITEM08309,0
BR09362,ITEM04837,0
BR08235,ITEM06243,1
BR03565,ITEM09564,0
BR05442,ITEM08611,1
BR03310,ITEM01044,0
BR00112,ITEM03992,0
BR04819,ITEM03139,0
BR01954,ITEM03959,0
BR00357,ITEM06140,1
BR02833,ITEM01755,0
BR08213,ITEM04277,1
BR04129,ITEM07654,1
BR05191,ITEM05801,0
BR02002,ITEM05602,1
BR00366,ITEM03818,1
BR04753,ITEM07458,0
BR01921,ITEM01596,0
BR01443,ITEM09643,1
BR08061,ITEM01193,1
BR08799,ITEM02866,0
BR04255,ITEM00882,1
BR02979,ITEM04011,0
BR01110,ITEM05275,0
BR02312,ITEM07508,1
BR06001,ITEM03789,0
BR07404,ITEM09834,1
BR03927,ITEM07010,1
BR09090,ITEM06960,1
BR03864,ITEM04925,0
BR02846,ITEM07685,0
BR01061,ITEM02040,1
BR03836,ITEM09619,1
BR07747,ITEM04059,1
BR05820,ITEM07883,1
BR00421,ITEM05685,1
BR05280,ITEM06625,0
BR06366,ITEM05307,1
BR03870,ITEM09203,1
BR00202,ITEM04372,0
BR03532,ITEM06638,0
BR01651,ITEM04018,0
BR00609,ITEM09530,1
BR04312,ITEM09257,0
BR02275,ITEM06665,0
BR01473,ITEM02146,1
BR03793,ITEM04412,1
BR07334,ITEM02850,0
BR04577,ITEM06872,1
BR01683,ITEM03784,1
BR01847,ITEM09173,1
BR06137,ITEM00316,0
BR01763,ITEM04136,1
BR04849,ITEM02398,0
BR09374,ITEM04931,1
BR03169,ITEM01749,0
BR08234,ITEM08767,0
BR06756,ITEM08742,1
BR01096,ITEM06590,0
BR06004,ITEM06606,0
BR06589,ITEM03770,0
BR03839,ITEM07532,1
BR07366,ITEM01770,0
BR01941,ITEM02221,1
BR03544,ITEM06114,0
BR04371,ITEM06768,0
BR00127,ITEM07615,0
BR03810,ITEM07328,0
BR02222,ITEM02054,1
BR04554,ITEM00331,1
BR07791,ITEM03850,0
BR02213,ITEM05090,0
BR05368,ITEM08819,1
BR03719,ITEM00862,0
BR05682,ITEM08645,1
BR02475,ITEM09558,0
BR07666,ITEM03846,1
BR05921,ITEM04036,0
BR05053,ITEM06754,0
BR04330,ITEM09432,1
BR07408,ITEM09834,0
BR03141,ITEM01658,1
BR05620,ITEM06157,1
BR05842,ITEM07643,0
BR07819,ITEM01797,0
BR01847,ITEM00229,0
BR03174,ITEM04501,1
BR09900,ITEM05217,0
BR08249,ITEM00254,0
BR03174,ITEM00303,1
BR00124,ITEM09431,1
BR06999,ITEM02634,1
BR08184,ITEM05695,0
BR08465,ITEM05739,0
BR05429,ITEM01822,1
BR08164,ITEM03854,0
BR07245,ITEM02943,1
BR00076,ITEM09485,0
BR07418,ITEM03987,0
BR04847,ITEM06201,0
BR09543,ITEM07331,1
BR01956,ITEM06668,0
BR08298,ITEM00758,1
BR02255,ITEM07779,1
BR02789,ITEM06207,0
BR02256,ITEM01690,0
BR01026,ITEM09393,0
BR01493,ITEM07202,0
BR09384,ITEM03081,0
BR09277,ITEM01884,0
BR06717,ITEM09162,0
BR03324,ITEM04375,1
BR09685,ITEM01425,0
BR05846,ITEM02259,0
BR06337,ITEM04732,1
BR03089,ITEM02527,0
BR08497,ITEM07892,0
BR02298,ITEM06909,1
BR02901,ITEM07356,1
BR01303,ITEM02512,0
BR08259,ITEM06397,1
BR09087,ITEM04394,1
BR07016,ITEM06088,1
BR03926,ITEM00278,0
BR06366,ITEM03030,0
BR07417,ITEM02889,1
BR03745,ITEM01934,0
BR00625,ITEM04826,0
BR01910,ITEM03252,0
BR08633,ITEM06221,1
BR04329,ITEM07052,0
BR01644,ITEM06446,0
BR00040,ITEM04613,0
BR05843,ITEM09350,1
BR09346,ITEM08805,0
BR09631,ITEM08702,0
BR06752,ITEM08404,0
BR01737,ITEM07882,0
BR09729,ITEM05259,1
BR05977,ITEM04184,1
BR03475,ITEM09529,0
BR09439,ITEM07035,0
BR05139,ITEM07110,1
BR08280,ITEM07220,0
BR09288,ITEM09452,1
BR02486,ITEM09485,0
BR07027,ITEM02026,1
BR09515,ITEM00708,0
BR05630,ITEM06146,1
BR03906,ITEM01986,0
BR03647,ITEM07020,0
BR01947,ITEM01979,0
BR07035,ITEM01032,0
BR08042,ITEM00078,0
BR03478,ITEM06986,0
BR04558,ITEM06503,0
BR08921,ITEM03889,1
BR05104,ITEM01579,0
BR04588,ITEM00824,0
BR01197,ITEM01901,1
BR01572,ITEM01453,1
BR05961,ITEM00377,1
BR03664,ITEM08139,0
BR08051,ITEM09089,1
BR08336,ITEM01380,1
BR04223,ITEM06214,0
BR07442,ITEM06405,1
BR02204,ITEM03444,0
BR01485,ITEM06566,0
BR01472,ITEM06607,0
BR04694,ITEM09708,1
BR07144,ITEM07379,0
BR08820,ITEM08013,0
BR00633,ITEM09136,0
BR04450,ITEM09084,1
BR00957,ITEM06035,0
BR09236,ITEM00609,0
BR01864,ITEM08942,1
BR04925,ITEM03722,1
BR06050,ITEM05498,0
BR01933,ITEM02119,0
BR00076,ITEM05293,1
BR08502,ITEM01683,1
BR07402,ITEM04366,0
BR09820,ITEM07405,0
BR07605,ITEM07639,0
BR01076,ITEM09839,1
BR06382,ITEM05570,0
BR03026,ITEM07391,1
BR09912,ITEM04923,1
BR00082,ITEM04714,1
BR08372,ITEM04479,0
BR06833,ITEM09925,0
BR03534,ITEM07523,1
BR07497,ITEM07335,0
BR04637,ITEM05560,0
BR03310,ITEM09542,1
BR01542,ITEM04743,0
BR01565,ITEM09484,1
BR02440,ITEM05618,1
BR02603,ITEM01388,0
BR09181,ITEM05169,1
BR05667,ITEM02112,1
BR09896,ITEM09677,1
BR09180,ITEM00512,0
BR02393,ITEM02918,1
BR00416,ITEM03956,0
BR00151,ITEM08033,1
BR09604,ITEM03182,1
BR02228,ITEM08899,0
BR03303,ITEM00054,1
BR01424,ITEM09543,1
BR04149,ITEM00389,1
BR06373,ITEM08595,1
BR07269,ITEM06599,1
BR05588,ITEM02129,1
BR03347,ITEM01192,1
BR04577,ITEM00518,0
BR05654,ITEM03938,0
BR04904,ITEM02058,0
BR09656,ITEM02354,1
BR01830,ITEM08608,0
BR05350,ITEM07933,1
BR05242,ITEM02541,1
BR08334,ITEM07879,1
BR04929,ITEM09450,1
BR03072,ITEM09219,0
BR06294,ITEM05571,0
BR00719,ITEM07089,0
BR01662,ITEM00764,1
BR05996,ITEM05854,0
BR09151,ITEM09393,0
BR01115,ITEM07949,1
BR08845,ITEM07306,0
BR02582,ITEM05415,0
BR07312,ITEM02207,1
BR03723,ITEM06041,0
BR07246,ITEM06515,0
BR03921,ITEM01054,0
BR03833,ITEM00604,1
BR03914,ITEM05893,0
BR03852,ITEM00040,1
BR07095,ITEM05050,0
BR07592,ITEM03051,1
BR08572,ITEM01042,0
BR09880,ITEM00656,1
BR05766,ITEM06165,1
BR06685,ITEM06918,1
BR00646,ITEM04206,1
BR09001,ITEM09656,1
BR07403,ITEM05111,1
BR03174,ITEM00988,1
BR06510,ITEM06693,1
BR02808,ITEM05992,0
BR00756,ITEM00877,0
BR06406,ITEM03153,0
BR04358,ITEM00817,1
BR05587,ITEM06791,0
BR02608,ITEM09953,0
BR00920,ITEM03920,1
BR03662,ITEM07334,0
BR01627,ITEM04136,0
BR02530,ITEM09343,1
BR04065,ITEM09442,1
BR09984,ITEM08219,1
BR00875,ITEM03096,0
BR01483,ITEM01689,0
BR04331,ITEM07103,1
BR01496,ITEM01126,1
BR04297,ITEM02843,0
BR07390,ITEM08589,0
BR02680,ITEM00053,1
BR08095,ITEM04782,1
BR03334,ITEM04867,0
BR01427,ITEM00147,1
BR07887,ITEM04354,1
BR04279,ITEM05169,0
BR09374,ITEM06943,1
BR08718,ITEM02993,0
BR04825,ITEM02290,1
BR06078,ITEM04382,1
BR07844,ITEM08296,0
BR06222,ITEM09042,0
BR04110,ITEM06431,1
BR03314,ITEM05853,0
BR04396,ITEM02574,1
BR05131,ITEM01824,0
BR09422,ITEM06620,0
BR04165,ITEM02794,0
BR00172,ITEM00443,1
BR04674,ITEM02506,1
BR08681,ITEM09577,0
BR00247,ITEM01412,1
BR04292,ITEM06677,1
BR04073,ITEM00134,1
BR09636,ITEM05766,1
BR07135,ITEM09585,0
BR04619,ITEM01665,0
BR04778,ITEM07023,1
BR02089,ITEM01723,0
BR06109,ITEM05017,1
BR06760,ITEM03202,1
BR00452,ITEM02849,1
BR04152,ITEM08255,1
BR01241,ITEM05812,1
BR00579,ITEM05205,1
BR00470,ITEM06956,0
BR09021,ITEM07016,1
BR09956,ITEM04377,0
BR07371,ITEM03172,1
BR02345,ITEM08945,1
BR04193,ITEM00997,1
BR00816,ITEM01343,0
BR01734,ITEM08239,0
BR02276,ITEM00716,0
BR05639,ITEM09442,1
BR08122,ITEM03934,1
BR01446,ITEM03177,1
BR09279,ITEM03650,0
BR08909,ITEM07359,1
BR06001,ITEM07311,0
BR00188,ITEM09117,1
BR04408,ITEM08135,1
BR01544,ITEM04725,1
BR02636,ITEM01616,1
BR06415,ITEM04813,1
BR06900,ITEM05903,0
BR07938,ITEM02329,1
BR04396,ITEM01151,0
BR02559,ITEM01204,1
BR04933,ITEM07087,0
BR02418,ITEM01262,1
BR01239,ITEM08933,0
BR04766,ITEM08289,1
BR06944,ITEM06571,0
BR07902,ITEM04770,0
BR03692,ITEM06637,1
BR05787,ITEM03633,1
BR00657,ITEM05587,1
BR07462,ITEM06139,0
BR07354,ITEM02455,1
BR01422,ITEM04212,1
BR01866,ITEM01296,1
BR07945,ITEM03999,0
BR08049,ITEM01432,0
BR09879,ITEM07555,1
BR09429,ITEM07478,1
BR07305,ITEM01052,1
BR03984,ITEM02537,0
BR02625,ITEM02719,1
BR01323,ITEM03472,0
BR02567,ITEM07048,1
BR05985,ITEM03620,1
BR08322,ITEM07667,1
BR08988,ITEM09162,0
BR02805,ITEM00382,0
BR06067,ITEM05792,0
BR02388,ITEM08478,1
BR05261,ITEM01880,0
BR01056,ITEM08027,0
BR09538,ITEM08220,0
BR06579,ITEM02624,0
BR04629,ITEM02716,0
BR05392,ITEM06852,1
BR00190,ITEM06648,0
BR04710,ITEM08848,1
BR08205,ITEM07308,1
BR00176,ITEM07721,0
BR09579,ITEM01343,1
BR02231,ITEM03893,0
BR09571,ITEM04985,1
BR09115,ITEM06237,0
BR08864,ITEM04556,0
BR09689,ITEM07011,1
BR01361,ITEM01634,0
BR04664,ITEM07067,1
BR05344,ITEM08369,0
BR06585,ITEM02475,0
BR04586,ITEM02890,0
BR05581,ITEM01436,0
BR02840,ITEM08042,1
BR02956,ITEM05149,0
BR05877,ITEM06571,1
BR07250,ITEM07661,0
BR01374,ITEM05837,0
BR07688,ITEM05989,0
BR07449,ITEM07157,1
BR04727,ITEM03018,0
BR00113,ITEM00627,0
BR04821,ITEM00381,1
BR02051,ITEM03736,1
BR02858,ITEM08416,1
BR06592,ITEM02043,0
BR08297,ITEM06948,1
BR08233,ITEM02805,0
BR09507,ITEM08232,0
BR02520,ITEM05333,0
BR00413,ITEM00020,0
BR09028,ITEM01094,1
BR06029,ITEM04787,0
BR03580,ITEM00627,1
BR04129,ITEM07815,0
BR03777,ITEM02138,0
BR04728,ITEM08841,0
BR09106,ITEM08971,0
BR03698,ITEM03479,1
BR00186,ITEM00220,0
BR01965,ITEM01421,1
BR03776,ITEM02680,0
BR00941,ITEM08228,1
BR08556,ITEM08093,1
BR05952,ITEM04587,1
BR05988,ITEM09641,0
BR07451,ITEM05767,1
BR00131,ITEM06001,0
BR08804,ITEM03893,1
BR09277,ITEM06981,0
BR06669,ITEM09176,0
BR00471,ITEM05097,0
BR00147,ITEM07672,1
BR06215,ITEM07627,0
BR09315,ITEM05247,1
BR03687,ITEM06777,0
BR04743,ITEM00894,1
BR04094,ITEM04716,0
BR06870,ITEM08067,0
BR07857,ITEM01285,0
BR03085,ITEM05794,0
BR09911,ITEM05147,1
BR05619,ITEM04933,0
BR03688,ITEM06075,0
BR04252,ITEM02034,1
BR07814,ITEM02749,0
BR06423,ITEM07450,1
BR04421,ITEM06289,1
BR07354,ITEM05386,0
BR00054,ITEM07206,1
BR08040,ITEM07323,1
BR08540,ITEM07880,1
BR07484,ITEM05074,0
BR01666,ITEM02979,0
BR03845,ITEM08912,1
BR00203,ITEM02496,0
BR06999,ITEM08081,0
BR02235,ITEM02946,0
BR09955,ITEM06776,0
BR02867,ITEM01276,0
BR00411,ITEM03035,1
BR01468,ITEM06027,1
BR08439,ITEM01604,0
BR00164,ITEM02046,1
BR01418,ITEM05197,0
BR03194,ITEM00425,0
BR00240,ITEM00662,1
BR02281,ITEM09691,0
BR03305,ITEM01893,0
BR04724,ITEM03801,1
BR01553,ITEM05992,0
BR05150,ITEM03728,1
BR05452,ITEM04522,0
BR09319,ITEM08460,0
BR02573,ITEM06987,1
BR06969,ITEM01440,1
BR09868,ITEM07040,1
BR08588,ITEM06617,0
BR04397,ITEM06671,1
BR08491,ITEM00557,0
BR07905,ITEM09091,1
BR08825,ITEM05840,0
BR09488,ITEM07713,0
BR00429,ITEM01223,0
BR02885,ITEM04645,1
BR05655,ITEM03021,1
BR02374,ITEM00137,1
BR04931,ITEM08658,0
BR01017,ITEM03748,0
BR08946,ITEM06670,1
BR06416,ITEM05359,1
BR05331,ITEM06982,0
BR04215,ITEM02368,1
BR03303,ITEM05795,0
BR01751,ITEM04970,0
BR02925,ITEM04007,1
BR06263,ITEM00287,0
BR01876,ITEM01196,1
BR01328,ITEM00640,0
BR09649,ITEM00831,0
BR01761,ITEM05562,0
BR03366,ITEM01726,1
BR00654,ITEM03483,0
BR01279,ITEM06190,1
BR06766,ITEM07311,0
BR07713,ITEM01386,0
BR09887,ITEM00442,1
BR08968,ITEM05177,1
BR03267,ITEM02262,1
BR00270,ITEM07448,0
BR00943,ITEM08312,1
BR05503,ITEM04326,1
BR02227,ITEM07789,0
BR03992,ITEM07596,1
BR04267,ITEM01423,1
BR01312,ITEM06046,0
BR05026,ITEM04337,1
BR03092,ITEM07672,0
BR06271,ITEM09861,0
BR01565,ITEM09256,1
BR06170,ITEM04858,1
BR00047,ITEM03536,0
BR05381,ITEM07209,0
BR02933,ITEM00353,1
BR06349,ITEM07773,1
BR07475,ITEM03177,0
BR07688,ITEM04571,0
BR00308,ITEM03794,1
BR02698,ITEM04848,0
BR04415,ITEM07710,0
BR09082,ITEM01556,1
BR05705,ITEM01875,0
BR04370,ITEM07475,0
BR00234,ITEM04521,0
BR03300,ITEM00756,0
BR00415,ITEM02687,1
BR00270,ITEM09840,0
BR09163,ITEM05559,0
BR01445,ITEM05473,1
BR02125,ITEM07783,1
BR07381,ITEM00323,0
BR01869,ITEM09930,1
BR07606,ITEM04697,1
BR01562,ITEM06193,1
BR09304,ITEM09481,1
BR01093,ITEM03989,1
BR00555,ITEM05127,1
BR02372,ITEM04744,0
BR02144,ITEM09062,1
BR02944,ITEM03857,0
BR08975,ITEM02842,1
BR09204,ITEM05985,1
BR00744,ITEM08955,1
BR08458,ITEM08388,1
BR05431,ITEM07046,0
BR01500,ITEM04348,1
BR08913,ITEM03463,0
BR07913,ITEM09601,0
BR05631,ITEM05824,1
BR08879,ITEM08758,0
BR08772,ITEM04519,1
BR04781,ITEM05904,0
BR02647,ITEM04086,0
BR03505,ITEM00731,1
BR08447,ITEM01406,0
BR04599,ITEM01470,0
BR03301,ITEM06549,1
BR02494,ITEM06717,1
BR05984,ITEM00734,1
BR03186,ITEM06830,1
BR02432,ITEM01618,0
BR04505,ITEM00462,0
BR05445,ITEM00919,0
BR05224,ITEM05062,1
BR03424,ITEM06950,1
BR07754,ITEM00915,1
BR04151,ITEM01913,0
BR05903,ITEM03340,1
BR07785,ITEM09309,1
BR07044,ITEM01485,1
BR06829,ITEM01434,1
BR04965,ITEM00002,0
BR04311,ITEM04198,0
BR08060,ITEM00612,1
BR02284,ITEM06698,1
BR01090,ITEM00478,0
BR06917,ITEM09934,0
BR08683,ITEM04154,0
BR03030,ITEM09234,1
BR03901,ITEM04225,1
BR08033,ITEM01062,0
BR03288,ITEM01124,1
BR02177,ITEM02449,1
BR01733,ITEM06996,1
BR02698,ITEM01045,0
BR07959,ITEM03042,1
BR08718,ITEM06361,0
BR00077,ITEM02988,1
BR08318,ITEM08505,0
BR07371,ITEM05204,1
BR08322,ITEM05410,0
BR05217,ITEM05680,0
BR02563,ITEM04235,0
BR03819,ITEM06931,0
BR02270,ITEM05532,1
BR08826,ITEM05290,1
BR00831,ITEM03766,1
BR01242,ITEM04339,1
BR08745,ITEM09351,0
BR03168,ITEM04770,0
BR06836,ITEM06814,0
BR06769,ITEM01390,1
BR01019,ITEM04608,1
BR05697,ITEM00341,1
BR03674,ITEM06637,1
BR01833,ITEM08980,1
BR06752,ITEM09117,1
BR09578,ITEM03625,1
BR04165,ITEM08867,0
BR06662,ITEM01115,1
BR00454,ITEM07438,0
BR02098,ITEM06759,0
BR00179,ITEM09923,0
BR01352,ITEM09335,0
BR04156,ITEM07912,0
BR00052,ITEM09407,1
BR07712,ITEM01026,0
BR09024,ITEM05478,0
BR09163,ITEM05215,0
BR00720,ITEM05480,0
BR01220,ITEM09836,0
BR00218,ITEM06289,1
BR05107,ITEM04811,0
BR09556,ITEM03549,1
BR00835,ITEM01174,1
BR08138,ITEM05267,0
BR05038,ITEM07891,0
BR07300,ITEM06095,0
BR02311,ITEM09312,1
BR06207,ITEM08061,1
BR08972,ITEM09242,0
BR00611,ITEM01998,1
BR07583,ITEM00413,1
BR09503,ITEM00100,1
BR01147,ITEM06826,0
BR03325,ITEM05293,0
BR08769,ITEM02798,1
BR01244,ITEM03554,0
BR01717,ITEM06379,0
