CardID,CustomerID,StaffID,CardType,RegistrationDate,AccumulatedPoints
CARD00040,CUST02347,ST03658,Gold,2023-02-01,155.52
CARD00041,CUST08015,ST08225,Gold,2024-12-02,308.5
CARD00042,CUST00748,ST08523,Gold,2024-10-12,341.62
CARD00043,CUST09206,ST00113,Silver,2024-07-13,422.5
CARD00044,CUST06676,ST06872,Membership,2024-07-31,247.78
CARD00045,CUST07645,ST06256,Membership,2024-06-19,274.4
CARD00046,CUST05932,ST01057,Membership,2023-06-24,72.79
CARD00047,CUST06331,ST08451,Membership,2024-12-13,431.35
CARD00048,CUST05308,ST09214,Membership,2023-03-12,65.02
CARD00049,CUST04830,ST05624,Membership,2024-03-10,241.96
CARD00050,CUST03283,ST08975,Gold,2023-09-20,382.81
CARD00051,CUST01152,ST02909,Silver,2024-04-06,122.14
CARD00052,CUST02328,ST05027,Gold,2023-07-16,62.04
CARD00053,CUST02729,ST03725,Gold,2023-12-08,61.37
CARD00054,CUST08803,ST03017,Membership,2023-06-21,226.42
CARD00055,CUST00857,ST06295,Gold,2024-03-21,399.67
CARD00056,CUST05217,ST02064,Silver,2023-05-16,450.91
CARD00057,CUST07997,ST06954,Membership,2023-04-04,450.21
CARD00058,CUST00245,ST08856,Membership,2024-03-12,177.95
CARD00059,CUST02670,ST09102,Membership,2023-05-19,342.94
CARD00060,CUST03781,ST03739,Silver,2024-12-15,156.03
CARD00061,CUST03534,ST05797,Membership,2024-02-03,281.06
CARD00062,CUST04045,ST06174,Silver,2023-04-26,165.98
CARD00063,CUST09306,ST01214,Gold,2024-07-20,137.76
CARD00064,CUST01218,ST08679,Membership,2024-04-11,269.55
CARD00065,CUST05455,ST01551,Silver,2024-04-07,167.23
CARD00066,CUST01819,ST09945,Silver,2023-03-04,349.33
CARD00067,CUST08107,ST08502,Membership,2023-11-26,260.55
CARD00068,CUST08188,ST08591,Gold,2023-03-30,375.75
CARD00069,CUST06574,ST06459,Silver,2024-12-10,136.18
CARD00070,CUST06904,ST08707,Membership,2023-05-25,88.78
CARD00071,CUST04505,ST09135,Gold,2023-10-23,273.36
CARD00072,CUST06882,ST08771,Membership,2024-12-10,418.16
CARD00073,CUST04435,ST07561,Silver,2024-02-07,471.03
CARD00074,CUST06060,ST01869,Silver,2023-01-02,33.42
CARD00075,CUST00281,ST01673,Gold,2023-06-02,241.9
CARD00076,CUST03502,ST07245,Silver,2024-08-23,249.86
CARD00077,CUST07650,ST04447,Silver,2024-11-26,296.23
CARD00078,CUST04507,ST01583,Gold,2023-07-20,122.84
CARD00079,CUST03337,ST07368,Silver,2024-02-28,366.64
CARD00080,CUST06759,ST01445,Membership,2024-02-20,120.02
CARD00081,CUST06500,ST04630,Membership,2023-03-21,314.35
CARD00082,CUST01947,ST06294,Gold,2023-04-05,79.52
CARD00083,CUST05297,ST08925,Silver,2023-11-24,469.52
CARD00084,CUST09716,ST00186,Silver,2023-10-24,3.03
CARD00085,CUST03894,ST03081,Gold,2023-04-14,214.77
CARD00086,CUST02678,ST03440,Silver,2023-06-02,456.0
CARD00087,CUST06069,ST09440,Silver,2024-01-19,68.72
CARD00088,CUST02457,ST07108,Gold,2023-07-20,421.67
CARD00089,CUST04134,ST09190,Membership,2023-11-06,228.82
CARD00090,CUST08682,ST08502,Membership,2024-03-25,30.91
CARD00091,CUST00991,ST04256,Membership,2024-04-14,303.51
CARD00092,CUST03693,ST09795,Gold,2022-12-19,486.62
CARD00093,CUST00331,ST02099,Membership,2024-03-27,220.0
CARD00094,CUST09811,ST06378,Silver,2023-01-08,489.14
CARD00095,CUST07530,ST01796,Membership,2024-08-26,273.35
CARD00096,CUST09082,ST04777,Silver,2023-12-28,62.25
CARD00097,CUST05073,ST06661,Gold,2024-10-03,348.41
CARD00098,CUST06482,ST01491,Gold,2024-05-16,225.1
CARD00099,CUST04666,ST01088,Gold,2023-01-30,313.88
CARD00100,CUST04170,ST05230,Membership,2023-03-17,304.04
CARD00101,CUST00780,ST03989,Silver,2024-07-06,305.3
CARD00102,CUST06945,ST05296,Silver,2023-04-25,423.62
CARD00103,CUST08578,ST02220,Gold,2024-04-09,142.25
CARD00104,CUST06547,ST05991,Silver,2023-09-08,310.43
CARD00105,CUST07258,ST07504,Membership,2024-07-19,187.64
CARD00106,CUST08066,ST08766,Silver,2023-03-11,185.3
CARD00107,CUST09841,ST08761,Membership,2024-08-30,187.8
CARD00108,CUST06531,ST04094,Gold,2024-11-19,115.89
CARD00109,CUST05824,ST09729,Membership,2024-08-20,67.78
CARD00110,CUST09466,ST04125,Silver,2024-05-18,362.98
CARD00111,CUST09261,ST08055,Gold,2024-10-03,451.94
CARD00112,CUST08592,ST03578,Gold,2024-11-30,187.58
CARD00113,CUST02966,ST08066,Silver,2024-02-25,455.09
CARD00114,CUST08280,ST03389,Membership,2024-02-27,203.1
CARD00115,CUST01069,ST06823,Membership,2023-07-07,225.58
CARD00116,CUST09153,ST06475,Silver,2024-04-12,462.94
CARD00117,CUST09481,ST08785,Silver,2024-03-22,241.02
CARD00118,CUST02154,ST01527,Silver,2024-03-14,462.53
CARD00119,CUST05973,ST05780,Gold,2023-12-22,106.91
CARD00120,CUST01290,ST05949,Gold,2024-01-19,246.67
CARD00121,CUST01958,ST00913,Silver,2023-09-18,165.46
CARD00122,CUST06086,ST04483,Gold,2024-04-20,427.99
CARD00123,CUST06090,ST08555,Membership,2024-12-13,282.45
CARD00124,CUST07435,ST00508,Silver,2024-08-28,259.82
CARD00125,CUST01917,ST04003,Silver,2024-07-04,284.71
CARD00126,CUST07829,ST02207,Gold,2024-11-01,450.88
CARD00127,CUST09447,ST00781,Gold,2024-02-01,131.17
CARD00128,CUST05167,ST02460,Gold,2024-10-01,272.73
CARD00129,CUST01305,ST05180,Silver,2023-12-25,228.87
CARD00130,CUST07664,ST02715,Membership,2023-12-17,378.14
CARD00131,CUST00478,ST09534,Gold,2024-01-24,166.22
CARD00132,CUST09368,ST04808,Silver,2024-02-29,261.28
CARD00133,CUST06501,ST04496,Membership,2024-10-24,8.38
CARD00134,CUST05185,ST05770,Gold,2024-08-18,418.95
CARD00135,CUST00222,ST07921,Silver,2023-07-25,385.03
CARD00136,CUST08800,ST06353,Membership,2023-07-10,436.17
CARD00137,CUST03749,ST06217,Membership,2023-04-25,280.68
CARD00138,CUST05107,ST04239,Membership,2024-09-29,219.57
CARD00139,CUST08859,ST05323,Gold,2023-08-17,164.0
CARD00140,CUST09353,ST01318,Gold,2023-10-07,172.16
CARD00141,CUST09213,ST02833,Membership,2024-02-28,307.03
CARD00142,CUST08889,ST03261,Gold,2024-06-24,245.3
CARD00143,CUST03631,ST04511,Membership,2024-11-03,360.16
CARD00144,CUST08927,ST07710,Silver,2023-09-23,239.55
CARD00145,CUST03466,ST04538,Gold,2023-03-17,17.27
CARD00146,CUST03727,ST05048,Membership,2023-12-25,420.75
CARD00147,CUST09178,ST05012,Membership,2023-03-06,457.21
CARD00148,CUST08390,ST06998,Silver,2023-12-13,207.45
CARD00149,CUST01597,ST04248,Membership,2023-04-15,147.35
CARD00150,CUST06688,ST09528,Gold,2023-10-07,211.44
CARD00151,CUST04314,ST01038,Membership,2024-09-30,154.52
CARD00152,CUST06751,ST04680,Membership,2024-07-10,70.67
CARD00153,CUST01866,ST03143,Silver,2023-04-30,355.53
CARD00154,CUST00523,ST07062,Gold,2023-09-28,320.24
CARD00155,CUST07723,ST07979,Silver,2024-04-02,62.62
CARD00156,CUST02421,ST08101,Silver,2024-03-28,357.01
CARD00157,CUST05334,ST08669,Silver,2024-02-15,387.37
CARD00158,CUST08857,ST05138,Membership,2024-01-23,26.58
CARD00159,CUST09526,ST07922,Gold,2023-09-02,400.71
CARD00160,CUST03055,ST09245,Silver,2023-08-23,352.96
CARD00161,CUST03218,ST08458,Membership,2024-06-08,446.75
CARD00162,CUST02068,ST06522,Gold,2024-10-17,187.56
CARD00163,CUST03964,ST06822,Membership,2023-08-16,275.83
CARD00164,CUST06635,ST08721,Gold,2023-03-11,0.77
CARD00165,CUST05848,ST00088,Membership,2023-01-19,486.4
CARD00166,CUST09542,ST03450,Gold,2023-07-03,272.1
CARD00167,CUST03998,ST00124,Silver,2024-10-08,7.4
CARD00168,CUST02573,ST04530,Gold,2023-02-26,201.22
CARD00169,CUST01928,ST07291,Membership,2024-04-23,362.97
CARD00170,CUST08348,ST00586,Gold,2024-08-14,249.76
CARD00171,CUST08923,ST02924,Gold,2024-03-28,349.86
CARD00172,CUST07446,ST06491,Silver,2024-04-11,235.01
CARD00173,CUST03814,ST02693,Membership,2024-11-04,257.18
CARD00174,CUST05697,ST05453,Silver,2023-09-23,28.83
CARD00175,CUST08962,ST02526,Gold,2024-05-30,164.93
CARD00176,CUST01907,ST09785,Silver,2023-09-12,83.52
CARD00177,CUST07441,ST08128,Gold,2023-08-18,148.19
CARD00178,CUST04180,ST09587,Silver,2023-02-12,152.27
CARD00179,CUST05840,ST08561,Silver,2023-03-18,425.96
CARD00180,CUST01821,ST02699,Silver,2024-11-10,489.58
CARD00181,CUST01908,ST00614,Gold,2024-05-03,84.36
CARD00182,CUST02352,ST04808,Membership,2023-10-04,77.85
CARD00183,CUST09578,ST03733,Membership,2024-10-10,117.6
CARD00184,CUST08761,ST08855,Membership,2023-03-24,39.45
CARD00185,CUST03033,ST08590,Membership,2023-10-30,416.94
CARD00186,CUST01408,ST06507,Silver,2023-05-13,51.55
CARD00187,CUST04964,ST05976,Silver,2024-10-28,123.02
CARD00188,CUST05543,ST01944,Silver,2023-11-03,81.02
CARD00189,CUST08376,ST09381,Gold,2023-04-25,452.13
CARD00190,CUST09757,ST05422,Membership,2023-02-05,452.5
CARD00191,CUST00631,ST08110,Gold,2024-11-13,269.17
CARD00192,CUST07818,ST07269,Membership,2024-05-22,0.02
CARD00193,CUST04555,ST01069,Membership,2023-08-25,159.78
CARD00194,CUST05922,ST01352,Silver,2023-08-14,101.88
CARD00195,CUST02374,ST07969,Membership,2024-08-01,346.27
CARD00196,CUST06472,ST06285,Membership,2023-05-07,280.8
CARD00197,CUST01237,ST03403,Membership,2023-05-31,494.33
CARD00198,CUST03623,ST08299,Silver,2024-11-12,134.34
CARD00199,CUST09887,ST05508,Membership,2024-08-02,9.87
CARD00200,CUST04189,ST01331,Membership,2023-07-17,19.05
CARD00201,CUST05432,ST09746,Membership,2023-01-16,256.9
CARD00202,CUST00168,ST08877,Gold,2023-08-05,436.2
CARD00203,CUST04198,ST08164,Silver,2024-06-21,483.32
CARD00204,CUST05290,ST04455,Silver,2023-10-31,332.82
CARD00205,CUST03375,ST08405,Gold,2024-09-19,264.07
CARD00206,CUST01212,ST06989,Membership,2023-02-18,204.94
CARD00207,CUST03615,ST02062,Gold,2023-05-13,429.8
CARD00208,CUST02560,ST03588,Silver,2024-03-09,228.13
CARD00209,CUST04640,ST04363,Membership,2024-01-13,454.0
CARD00210,CUST00196,ST08081,Silver,2023-01-27,109.64
CARD00211,CUST06396,ST02408,Gold,2024-02-22,370.02
CARD00212,CUST01431,ST00467,Silver,2023-02-02,433.63
CARD00213,CUST03119,ST06265,Gold,2024-02-15,460.63
CARD00214,CUST06573,ST00533,Gold,2024-05-05,325.22
CARD00215,CUST01562,ST06341,Gold,2024-05-04,489.21
CARD00216,CUST04759,ST03150,Membership,2023-02-18,32.24
CARD00217,CUST07024,ST00425,Membership,2024-09-26,295.57
CARD00218,CUST04357,ST08428,Silver,2022-12-31,242.66
CARD00219,CUST02923,ST04350,Gold,2024-06-29,230.23
CARD00220,CUST03353,ST05400,Membership,2024-10-01,403.76
CARD00221,CUST05243,ST07704,Membership,2024-06-15,240.13
CARD00222,CUST01712,ST02134,Silver,2024-06-22,138.72
CARD00223,CUST09152,ST04124,Silver,2023-03-08,448.89
CARD00224,CUST08429,ST07389,Silver,2024-04-18,152.66
CARD00225,CUST06897,ST03564,Silver,2024-04-15,339.47
CARD00226,CUST06718,ST05925,Silver,2023-01-10,290.73
CARD00227,CUST03460,ST02389,Gold,2023-03-20,244.9
CARD00228,CUST02400,ST02497,Silver,2024-10-04,371.65
CARD00229,CUST08010,ST09570,Gold,2023-09-09,427.39
CARD00230,CUST09619,ST05820,Membership,2023-03-20,175.95
CARD00231,CUST07482,ST00739,Silver,2023-10-29,333.38
CARD00232,CUST00400,ST02760,Membership,2023-07-22,139.04
CARD00233,CUST00846,ST06656,Gold,2023-12-27,127.49
CARD00234,CUST03485,ST04102,Gold,2023-11-07,393.93
CARD00235,CUST05032,ST00234,Membership,2024-04-15,248.02
CARD00236,CUST06000,ST01699,Membership,2023-12-30,294.37
CARD00237,CUST00663,ST09288,Gold,2023-05-24,468.29
CARD00238,CUST00491,ST03171,Silver,2024-03-29,493.44
CARD00239,CUST08330,ST08586,Membership,2023-10-01,395.2
CARD00240,CUST04049,ST01808,Membership,2023-11-29,146.3
CARD00241,CUST00769,ST07330,Membership,2023-07-08,92.94
CARD00242,CUST06183,ST05107,Membership,2023-08-10,305.93
CARD00243,CUST09146,ST03736,Silver,2023-07-22,90.22
CARD00244,CUST01822,ST04044,Silver,2022-12-18,171.91
CARD00245,CUST04812,ST00764,Silver,2024-02-18,446.02
CARD00246,CUST03070,ST02577,Gold,2023-12-09,130.61
CARD00247,CUST01120,ST04962,Membership,2023-10-29,413.65
CARD00248,CUST02602,ST02034,Silver,2023-11-02,267.56
CARD00249,CUST03293,ST01827,Membership,2024-12-12,373.84
CARD00250,CUST08713,ST05522,Silver,2023-01-26,105.92
CARD00251,CUST06844,ST07823,Gold,2022-12-20,439.21
CARD00252,CUST05151,ST00639,Membership,2023-03-10,126.89
CARD00253,CUST07226,ST04361,Membership,2023-04-26,494.31
CARD00254,CUST09325,ST00272,Membership,2024-04-07,471.77
CARD00255,CUST06261,ST00008,Gold,2023-11-30,315.92
CARD00256,CUST07887,ST03515,Gold,2024-07-12,383.36
CARD00257,CUST04894,ST08661,Gold,2024-08-13,53.23
CARD00258,CUST05411,ST09896,Silver,2023-01-09,222.33
CARD00259,CUST09340,ST00465,Membership,2023-01-17,429.29
CARD00260,CUST00993,ST02121,Membership,2024-11-13,19.75
CARD00261,CUST07718,ST00670,Membership,2024-04-26,111.14
CARD00262,CUST05180,ST02859,Membership,2023-11-21,110.38
CARD00263,CUST08486,ST02750,Gold,2023-07-31,262.11
CARD00264,CUST01466,ST04474,Gold,2023-10-15,324.64
CARD00265,CUST00534,ST02058,Silver,2024-02-27,328.48
CARD00266,CUST01993,ST07915,Membership,2023-12-01,16.51
CARD00267,CUST03068,ST02174,Membership,2023-07-01,144.1
CARD00268,CUST05922,ST02751,Silver,2023-01-29,31.3
CARD00269,CUST04217,ST08195,Silver,2024-04-11,352.18
CARD00270,CUST07980,ST01987,Gold,2024-08-09,10.37
CARD00271,CUST02607,ST06860,Membership,2023-02-14,101.72
CARD00272,CUST03079,ST02468,Membership,2023-07-01,321.93
CARD00273,CUST02520,ST03953,Gold,2023-10-07,460.35
CARD00274,CUST06419,ST04217,Gold,2024-12-05,150.79
CARD00275,CUST07267,ST08362,Gold,2023-10-08,329.09
CARD00276,CUST02862,ST07391,Silver,2023-04-26,324.33
CARD00277,CUST07006,ST02750,Gold,2024-10-13,341.05
CARD00278,CUST01140,ST05237,Silver,2024-06-16,150.67
CARD00279,CUST07497,ST06853,Gold,2024-06-17,482.78
CARD00280,CUST06215,ST04615,Membership,2023-03-09,495.37
CARD00281,CUST08421,ST06962,Membership,2023-11-03,198.78
CARD00282,CUST07579,ST00673,Gold,2023-10-04,224.86
CARD00283,CUST09126,ST06356,Gold,2023-07-01,158.59
CARD00284,CUST03605,ST01524,Gold,2024-03-04,327.79
CARD00285,CUST03031,ST03509,Membership,2023-11-15,287.91
CARD00286,CUST04299,ST08510,Silver,2024-09-10,460.5
CARD00287,CUST08188,ST07154,Silver,2024-12-03,200.99
CARD00288,CUST04521,ST02816,Membership,2023-05-30,195.3
CARD00289,CUST06413,ST08686,Gold,2024-07-01,288.44
CARD00290,CUST04660,ST04397,Gold,2024-04-08,35.03
CARD00291,CUST03265,ST00677,Gold,2024-08-03,345.63
CARD00292,CUST09757,ST00713,Membership,2023-12-07,100.64
CARD00293,CUST04390,ST02004,Membership,2023-07-16,472.61
CARD00294,CUST01321,ST08253,Gold,2022-12-22,314.01
CARD00295,CUST09687,ST07873,Silver,2024-01-11,189.64
CARD00296,CUST09797,ST05114,Silver,2024-12-07,335.89
CARD00297,CUST02877,ST00738,Silver,2024-02-04,387.58
CARD00298,CUST07221,ST08782,Membership,2023-10-13,249.79
CARD00299,CUST08699,ST07188,Membership,2023-10-18,101.2
CARD00300,CUST08237,ST06841,Gold,2023-01-08,363.78
CARD00301,CUST06205,ST08806,Gold,2023-06-02,214.34
CARD00302,CUST05460,ST00658,Membership,2023-11-12,47.37
CARD00303,CUST03073,ST01061,Gold,2024-01-27,104.45
CARD00304,CUST04041,ST01098,Silver,2024-11-18,435.07
CARD00305,CUST00672,ST05783,Membership,2023-11-09,485.74
CARD00306,CUST06068,ST09784,Gold,2024-01-04,336.9
CARD00307,CUST01250,ST00100,Silver,2023-03-31,163.27
CARD00308,CUST05377,ST04691,Membership,2023-08-03,254.46
CARD00309,CUST07070,ST06843,Gold,2024-10-07,368.52
CARD00310,CUST07517,ST00434,Silver,2024-05-04,371.21
CARD00311,CUST00349,ST05663,Gold,2023-04-28,21.73
CARD00312,CUST07698,ST01294,Membership,2023-11-06,277.42
CARD00313,CUST07572,ST09676,Silver,2023-12-19,363.02
CARD00314,CUST09174,ST03018,Gold,2023-02-06,138.71
CARD00315,CUST00799,ST07802,Membership,2023-12-06,470.32
CARD00316,CUST07100,ST06350,Gold,2023-04-05,440.42
CARD00317,CUST02013,ST00836,Membership,2023-05-12,485.73
CARD00318,CUST05474,ST05967,Gold,2024-03-12,245.48
CARD00319,CUST06810,ST02658,Silver,2023-03-30,12.22
CARD00320,CUST01536,ST05456,Membership,2023-01-05,241.02
CARD00321,CUST01925,ST08093,Silver,2024-10-11,375.27
CARD00322,CUST05874,ST07836,Membership,2023-02-16,264.38
CARD00323,CUST01587,ST09087,Membership,2024-02-07,60.13
CARD00324,CUST09142,ST03446,Silver,2023-08-02,402.15
CARD00325,CUST07922,ST09050,Membership,2023-08-27,136.31
CARD00326,CUST00529,ST07260,Membership,2023-08-27,23.81
CARD00327,CUST02390,ST08929,Gold,2024-10-19,421.96
CARD00328,CUST01494,ST02931,Silver,2022-12-20,283.56
CARD00329,CUST02565,ST00841,Membership,2023-12-24,340.2
CARD00330,CUST06874,ST04084,Gold,2023-10-15,439.21
CARD00331,CUST03049,ST08224,Membership,2024-07-03,186.86
CARD00332,CUST05286,ST04493,Gold,2024-05-03,125.92
CARD00333,CUST05812,ST00202,Gold,2024-04-02,145.32
CARD00334,CUST03376,ST05565,Membership,2024-07-27,304.91
CARD00335,CUST00005,ST06606,Membership,2024-07-24,93.08
CARD00336,CUST09685,ST01266,Silver,2023-08-04,186.3
CARD00337,CUST07389,ST03808,Membership,2023-07-02,230.16
CARD00338,CUST09285,ST07965,Membership,2023-04-23,485.29
CARD00339,CUST03115,ST09747,Silver,2024-12-13,280.17
CARD00340,CUST06205,ST02560,Membership,2023-12-02,243.46
CARD00341,CUST00948,ST03488,Silver,2024-03-07,166.27
CARD00342,CUST04624,ST04486,Gold,2023-10-03,55.6
CARD00343,CUST09075,ST06212,Membership,2024-07-25,327.05
CARD00344,CUST00409,ST01413,Membership,2024-07-06,261.48
CARD00345,CUST08180,ST05410,Silver,2022-12-21,268.98
CARD00346,CUST05708,ST06769,Gold,2023-01-19,279.33
CARD00347,CUST08650,ST03384,Silver,2023-06-21,434.73
CARD00348,CUST04499,ST01067,Gold,2023-04-06,2.75
CARD00349,CUST09875,ST04630,Gold,2023-02-02,433.42
CARD00350,CUST01671,ST04023,Membership,2024-10-03,262.74
CARD00351,CUST00508,ST04883,Gold,2023-06-01,75.72
CARD00352,CUST04445,ST04367,Membership,2023-04-06,480.32
CARD00353,CUST02788,ST01537,Gold,2023-02-13,339.68
CARD00354,CUST09033,ST08731,Silver,2024-09-29,459.16
CARD00355,CUST02906,ST01238,Membership,2023-05-16,133.8
CARD00356,CUST03031,ST07876,Silver,2023-05-12,189.44
CARD00357,CUST03947,ST05273,Membership,2024-11-04,38.72
CARD00358,CUST08512,ST02105,Membership,2023-07-08,34.97
CARD00359,CUST08271,ST04543,Gold,2024-10-02,320.81
CARD00360,CUST01075,ST04538,Gold,2024-11-23,288.98
CARD00361,CUST03592,ST05762,Membership,2024-01-16,44.84
CARD00362,CUST04600,ST09809,Gold,2024-08-11,492.95
CARD00363,CUST06595,ST02924,Membership,2024-04-12,141.52
CARD00364,CUST08640,ST00612,Silver,2024-02-16,294.36
CARD00365,CUST04203,ST06872,Gold,2023-02-10,75.85
CARD00366,CUST07336,ST09654,Silver,2024-07-30,60.48
CARD00367,CUST09958,ST05353,Gold,2023-11-08,105.89
CARD00368,CUST07212,ST06331,Silver,2024-10-14,277.88
CARD00369,CUST07994,ST08288,Silver,2024-09-08,165.96
CARD00370,CUST05868,ST05774,Silver,2023-04-01,410.42
CARD00371,CUST06332,ST00382,Membership,2024-09-10,184.67
CARD00372,CUST04784,ST04033,Gold,2023-05-16,164.07
CARD00373,CUST01325,ST03046,Membership,2024-01-21,113.93
CARD00374,CUST06520,ST04790,Membership,2023-07-02,103.38
CARD00375,CUST08716,ST07052,Gold,2023-11-02,488.02
CARD00376,CUST02650,ST00144,Membership,2023-10-24,378.11
CARD00377,CUST04544,ST00806,Gold,2023-11-01,322.6
CARD00378,CUST09328,ST02480,Membership,2023-06-13,372.46
CARD00379,CUST09315,ST02779,Silver,2023-08-27,225.9
CARD00380,CUST02546,ST00120,Gold,2024-11-29,135.89
CARD00381,CUST07591,ST02379,Gold,2023-10-05,10.68
CARD00382,CUST03185,ST08354,Membership,2023-11-19,204.84
CARD00383,CUST09316,ST06880,Membership,2023-05-28,390.49
CARD00384,CUST02618,ST07893,Silver,2024-10-30,266.58
CARD00385,CUST09517,ST04771,Gold,2023-03-25,116.43
CARD00386,CUST06237,ST01496,Gold,2024-09-02,176.84
CARD00387,CUST09443,ST01788,Gold,2024-07-20,179.28
CARD00388,CUST02870,ST06055,Silver,2023-08-14,393.55
CARD00389,CUST08186,ST04080,Membership,2023-05-21,4.28
CARD00390,CUST07953,ST06858,Membership,2023-01-01,123.62
CARD00391,CUST00169,ST07065,Silver,2023-01-14,450.4
CARD00392,CUST05649,ST01469,Membership,2023-05-25,300.69
CARD00393,CUST00629,ST02306,Membership,2024-08-07,319.55
CARD00394,CUST02612,ST01353,Silver,2024-09-14,262.36
CARD00395,CUST05295,ST05553,Membership,2023-04-13,246.74
CARD00396,CUST06697,ST02963,Gold,2024-02-29,495.23
CARD00397,CUST02193,ST01177,Membership,2024-10-15,38.97
CARD00398,CUST07477,ST08060,Silver,2023-09-21,481.51
CARD00399,CUST02171,ST00821,Membership,2023-12-17,91.74
CARD00400,CUST01844,ST01156,Silver,2024-11-16,400.02
CARD00401,CUST07961,ST03496,Membership,2023-11-06,129.86
CARD00402,CUST00861,ST00758,Silver,2024-01-21,179.21
CARD00403,CUST04076,ST03787,Membership,2024-08-15,217.66
CARD00404,CUST01632,ST03226,Silver,2023-03-20,261.45
CARD00405,CUST01364,ST01606,Silver,2024-04-11,252.86
CARD00406,CUST03355,ST06963,Gold,2023-08-26,438.08
CARD00407,CUST00211,ST09935,Silver,2023-01-10,165.66
CARD00408,CUST09355,ST08303,Silver,2023-06-24,19.87
CARD00409,CUST06861,ST07330,Membership,2023-01-14,253.84
CARD00410,CUST08174,ST03813,Membership,2023-09-30,56.66
CARD00411,CUST04839,ST08510,Gold,2024-08-04,419.32
CARD00412,CUST06202,ST07427,Silver,2023-03-24,486.36
CARD00413,CUST08658,ST05976,Gold,2023-06-15,447.02
CARD00414,CUST00142,ST05144,Gold,2023-11-14,433.97
CARD00415,CUST07270,ST05119,Gold,2023-11-28,84.9
CARD00416,CUST04793,ST05632,Silver,2024-08-06,143.26
CARD00417,CUST04145,ST09814,Gold,2024-08-01,154.3
CARD00418,CUST03650,ST07537,Silver,2024-08-23,481.48
CARD00419,CUST00765,ST08548,Gold,2023-08-25,207.88
CARD00420,CUST03552,ST06727,Silver,2023-11-17,12.1
CARD00421,CUST08761,ST08596,Gold,2024-10-18,440.04
CARD00422,CUST09278,ST06163,Gold,2023-09-14,388.34
CARD00423,CUST05977,ST03013,Membership,2024-07-10,317.84
CARD00424,CUST04891,ST00828,Silver,2024-06-29,320.59
CARD00425,CUST08717,ST07219,Gold,2024-09-18,228.01
CARD00426,CUST04163,ST00882,Membership,2023-08-07,160.3
CARD00427,CUST00352,ST00720,Silver,2023-05-03,187.52
CARD00428,CUST01110,ST01009,Gold,2024-09-24,469.73
CARD00429,CUST07258,ST01537,Silver,2022-12-20,221.65
CARD00430,CUST08471,ST07845,Silver,2024-09-27,414.0
CARD00431,CUST05616,ST08521,Gold,2024-04-21,419.78
CARD00432,CUST05018,ST06457,Silver,2024-07-31,403.16
CARD00433,CUST05067,ST01832,Gold,2023-04-08,443.04
CARD00434,CUST00110,ST00466,Silver,2024-03-21,259.46
CARD00435,CUST05152,ST08307,Gold,2023-02-12,284.59
