CardID,CustomerID,StaffID,CardType,RegistrationDate,AccumulatedPoints
CARD_a63e0569,535a671c-9b94-412d-ac38-3f378b37126c,01659586-a6b4-4582-8931-c5224432f2da,GOLD,2024-12-10,259.78
CARD_4ce8aa83,19bb8092-c014-4346-bbb2-9b51d9e7e4d9,d66d9046-20ed-470f-b2e4-70db8c4bc876,MEMBERSHIP,2024-12-30,44.5
CARD_d5d1c567,b7cd1b34-a3c9-4a52-9c43-3cb91d570dc3,51f97832-aa36-40bb-81ab-3ae2e5e03a7d,GOLD,2024-08-28,269.77
CARD_cc615872,b7cd1b34-a3c9-4a52-9c43-3cb91d570dc3,905ea007-3bd5-44f9-ba59-52bb1dcb0f14,MEMBERSHIP,2024-06-05,0
CARD_a69d90eb,fe12fe98-5751-4c31-817f-0146c54c7871,6ffdfdc9-4ddf-4d36-9f9d-6f1e96073797,GOLD,2023-07-27,299.04
CARD_f1027747,1ac21347-3750-4cb9-8ee3-aedbf1a5a4d5,bc072055-d313-4de8-bd83-a680d8888379,GOLD,2023-12-24,239.34
CARD_a1951804,5631583e-e769-4ea5-a579-b0472ddd383b,775c5af1-5b9e-45c6-a958-04fb1b81741e,MEMBERSHIP,2024-06-11,29.44
CARD_88aaf84f,66731ff8-3cb3-4d52-a847-8b468c631d8b,38daa471-bd15-45d4-9c01-8a37dba34c7e,GOLD,2023-07-23,289.55
CARD_51bfb2eb,66731ff8-3cb3-4d52-a847-8b468c631d8b,6d645338-e1c9-4ba5-b8c1-4f7722b9d88f,MEMBERSHIP,2023-06-09,0
CARD_d674c25b,060945ec-2f30-4f45-bd38-c90c0b5bd507,43f64ee9-b99c-43bb-bb3c-b678d1949345,MEMBERSHIP,2023-07-25,37.89
CARD_fee3e753,1d4d6341-4425-40b7-834e-1fab1cc24da2,02b5cdd6-50e4-4f53-8164-eafe7cc02a92,GOLD,2023-07-20,203.82
CARD_aa0d5707,1d4d6341-4425-40b7-834e-1fab1cc24da2,1e2f2fd3-fa79-4427-a1fc-41e45d428d0a,MEMBERSHIP,2023-04-17,0
CARD_867f7ef3,2343e1a7-f558-40cc-b459-fddbe2e1df3c,1216bdb6-827e-447a-8b57-a0e23f3667e4,SILVER,2023-09-01,130.3
CARD_ea09433b,2343e1a7-f558-40cc-b459-fddbe2e1df3c,4159c41d-1005-45a0-9b5c-4dada904ff73,MEMBERSHIP,2023-04-24,0
CARD_e8397d3c,9a52214e-8723-4dbd-8860-2ccff5e242e0,c3142ad0-63bb-44d1-abac-277bd05d135f,SILVER,2024-05-31,166.58
CARD_0f78d433,d5ba3389-7c78-49cf-9dae-70c1b8945e29,4adca2b3-d805-4004-8094-184afc17886c,GOLD,2024-03-03,207.7
CARD_c3064fc8,ae269b65-2404-4a59-8c21-74756708bfe6,5f441794-71e0-43c7-a702-b40c162c2529,GOLD,2023-11-09,217.85
CARD_c105704b,15f95b39-c433-4350-b7a4-515954c80590,9e31b515-355e-4cb5-9b09-2bde8b80fcdc,SILVER,2024-10-30,248.11
CARD_b5e195b3,62dcacbb-61e5-4470-9c6c-9826c04bb653,92b65996-3c06-4363-918b-b5b0eca272ff,GOLD,2023-04-09,179.73
CARD_444f7031,df0ac613-518c-43f9-b901-ccc7dadc977d,a67157f6-218f-4323-97c3-c707b9631faa,GOLD,2024-06-30,190.19
CARD_607a09e6,6267ff5d-26e8-4f2b-8720-27fba821d598,ef82aa7a-18f4-4b79-ab19-da4278575757,MEMBERSHIP,2023-02-21,31.95
CARD_8368d068,6267ff5d-26e8-4f2b-8720-27fba821d598,5f656416-1ff7-4c52-b41a-6a4c41271490,MEMBERSHIP,2022-10-22,0
CARD_fe90293e,2150cef7-dbb1-42fb-b1a7-c75db384b90d,3e2be3bd-4fef-4cfe-ae6a-0fb498d1b3c4,MEMBERSHIP,2024-11-04,23.14
CARD_d5e96c34,12e82b5c-5f85-4dfd-91c7-df227f3ffd73,9db8ee63-869e-409a-9bf1-c7dc0ff550f4,SILVER,2024-02-16,97.81
CARD_455f730b,19a5ee85-d43a-47de-936d-2cf65db9253f,b3c5e0f0-3413-4ed6-b0ef-ec94e45c64b3,GOLD,2024-10-06,106.12
CARD_a1ed4057,79902f5e-c139-4ad0-8562-8e45399762f7,40584f20-5782-436e-a20a-59b16f2c1a50,GOLD,2024-03-28,130.16
CARD_b4b3249a,25e0f7df-1978-4020-abd4-018512b9e89f,92b65996-3c06-4363-918b-b5b0eca272ff,GOLD,2023-03-06,158.74
CARD_9ee99cd1,6869665a-a944-49f7-a78b-4c48dd109627,8c079d07-ee0a-4bc0-9243-8c3807ed9e72,MEMBERSHIP,2023-08-14,32.63
CARD_aeb371a4,f680f07e-a07a-402e-8fe9-9e1e39db5d07,a7e7605d-6a74-4c7f-86f7-dc1be5716491,MEMBERSHIP,2024-09-09,45.73
CARD_a7d24d1b,6d21dc91-4bff-4a7d-b258-865550c04923,8c309899-56f8-4b72-b96f-f3decf7395f5,SILVER,2023-04-07,239.77
CARD_6ed7f75e,6d21dc91-4bff-4a7d-b258-865550c04923,0c7f661b-7ce6-4e52-8bb6-4afedbfcd848,MEMBERSHIP,2023-01-19,0
CARD_ffa79592,b673cc2f-9abc-4d1c-a290-ee3c2c269d70,5f3d4fcb-3862-4b72-8364-450868c4f148,SILVER,2024-04-14,251.18
CARD_f542763d,a60ed0c0-6e71-4e84-a5e8-e1b9cece6278,11f32321-19d1-41e4-a021-94b9cc7d910e,MEMBERSHIP,2024-02-20,19.55
CARD_d73d2205,e7756621-6f1c-4e18-83fc-f8dd22570835,76eadf01-f596-4e27-a908-3648e2cec460,GOLD,2023-09-06,162.66
CARD_28dabcf1,aef9f846-9a69-4a20-8cc1-15d6f9e80882,0ffdba47-132a-4b8f-ae97-4becef1dfe83,SILVER,2024-07-03,98.21
CARD_0fc7233c,e376d18c-a2dd-4dbf-95c3-f0951f9c21ce,b03f20b1-0567-4ec0-9a11-f34bbd7c10fd,GOLD,2024-08-03,153.77
CARD_0cffe76d,3ef9bd9c-7a60-486b-be2e-5d95929bfc24,3fb89caa-1590-40ee-b269-0e8020b0a55a,SILVER,2023-04-29,121.14
CARD_eb3f8b9a,0dc7fe2f-4d8e-4532-8f90-e9cdebbcfbe1,c5da508a-98fd-4a60-a1b9-85b7bc0d1243,GOLD,2023-05-02,296.0
CARD_e92b4058,17c2e25b-a4db-43d1-817d-280901eeb3e4,ee79cabc-6ad0-4c88-be11-5a7671d4ead1,MEMBERSHIP,2024-04-03,24.96
CARD_405c93b9,17c2e25b-a4db-43d1-817d-280901eeb3e4,12bb33ba-e1e1-42ac-9280-6eb4d7618f8b,MEMBERSHIP,2023-12-01,0
CARD_1bf30377,381b7dfd-2424-4c39-ba33-f6c9b8ceb9aa,d8f0c47c-1d0b-456b-9523-0077e3b392ab,SILVER,2024-05-21,96.56
CARD_1aab7d88,ac74013e-1eaa-49dd-a482-a09a6f62bfda,b852e119-c21c-478f-891b-b0826869ad5f,MEMBERSHIP,2024-12-01,18.84
CARD_a6dd23bb,03dbd7a7-0d76-4cbe-955b-099639409108,038855e3-9973-4983-bb28-8cce8f808391,GOLD,2023-10-10,210.89
CARD_3b8c69c7,e2634b87-4703-442e-9392-6b0363a8129a,01ae1a4d-3699-4034-87ed-1fd03d6de8f9,GOLD,2023-08-05,161.84
CARD_63264916,fe2d9ac4-0502-4250-90bc-45572db6926d,7022bc79-e27a-40be-8b4f-bf73ca2af3a3,MEMBERSHIP,2023-11-11,16.93
CARD_a3803ba7,dff598a0-d125-4dca-8ea0-e246e2734071,fc6c1194-0fd0-4025-b119-21b4abec0a7a,MEMBERSHIP,2023-08-25,43.49
CARD_0bb3321e,f7cbfaa5-be6f-4b48-a6ed-3c049524f8b0,64f23394-fed8-4da8-b6c8-840e38f29e50,GOLD,2024-02-10,142.25
CARD_44cd95e3,191a61d9-b01d-4bbe-9528-5df6fb5f4029,7cd5e121-78bf-4e21-97b4-04f8f89d4417,SILVER,2024-08-01,224.24
CARD_fa1080d0,1ed92177-ada4-41fc-85e8-7bbeb2f06f36,57081996-2761-4aed-a983-c4ded12ab233,GOLD,2023-07-09,218.19
CARD_3cd906f9,4ea69c86-c464-4cb0-a460-00d5cf14c62a,0c901bca-9402-4f4a-82ca-133c62245a33,GOLD,2023-08-18,119.33
CARD_5f404f75,2fc74209-96d1-41f4-9029-91131c1adc98,6b41bff3-9072-4e7b-bdb4-89dbc3b6f45a,GOLD,2024-06-20,166.48
CARD_68e38f9f,cee52a67-d101-4e7e-ac46-cdf9edd33f8b,a18af792-37de-4363-a839-9a1e00f26823,GOLD,2023-06-09,158.34
CARD_2be6944e,16773e10-35cb-49b8-800c-da919b271279,0dcdb561-4845-405a-bc3c-2d6b5f11fbf2,MEMBERSHIP,2024-12-28,14.75
CARD_94b589e5,1c8a8d4d-c863-48da-b998-bed6cc3b9bb4,8a3240de-6702-4e6c-9d02-17fe899095c9,SILVER,2024-11-22,229.8
CARD_8950a18f,c81bcf3d-d293-4db2-86d0-b6f0080ca2df,7b081e24-d6ff-4127-b762-3bf81bcf9fd3,GOLD,2023-06-22,120.17
CARD_7733de4f,c3b00dd5-a389-4a6a-8da5-96194d02cb24,ab802b8f-ffdb-4ba6-a2e0-18cfd1747f0f,GOLD,2024-04-23,219.46
CARD_d1ac8fcd,8bb2379c-fc87-4e6a-9944-4e69510de1fa,522b3b06-5844-497a-9cc7-9a8870112d55,GOLD,2023-03-15,165.67
CARD_c0505c94,a5a32b93-4b85-4120-8a1c-de019b219908,52c51805-914d-4c8a-8059-221b07a2d412,MEMBERSHIP,2023-01-25,49.95
CARD_fa0efc8e,1931a9cb-438e-4428-9ca6-3c93998cae70,14d6d7fa-fa8d-4572-94a0-bc08cd81884d,GOLD,2023-04-21,225.27
CARD_1a683106,5bbb37da-10a0-431f-8d16-2ced949a3149,d32b516a-de90-4af5-9ad2-435ccbfea41d,MEMBERSHIP,2023-09-18,39.22
CARD_7601256b,e4be4503-205c-45e4-9fae-516aed22a4c3,e9414d62-81a4-48d7-84c9-7fa53184e68d,SILVER,2024-08-08,210.44
CARD_58ba16da,32833057-4805-4022-89d2-10dbeba900de,338f5f2f-b1f6-4512-bb60-5da91cf4da4f,GOLD,2023-09-11,162.05
CARD_b1d907c3,20d95fe6-6d90-42c9-bccf-c8c50c0d398b,d3cbda35-c6e9-4c40-b084-db67bd47e3ef,SILVER,2023-09-07,97.31
CARD_d265f569,2d55614e-f1ea-40ac-93ba-fd4bab1a19c1,b741aaa7-02e5-4313-8a12-cdf68beb177d,GOLD,2024-05-31,204.15
CARD_9ed61734,2d55614e-f1ea-40ac-93ba-fd4bab1a19c1,0bbd34af-9146-4bc8-b681-bace4e221e8e,MEMBERSHIP,2024-02-24,0
CARD_dae7aeca,b9ddec26-18e8-49f2-b524-c7755a9ea3e9,7a47bc07-c306-41b6-a416-851f9ed03db6,GOLD,2023-04-01,255.95
CARD_925a1b1c,69c909b7-6d57-48a0-8afb-1c11cb6c0763,8fddda7b-8b99-4a5f-a542-42a5a2bda518,GOLD,2023-07-17,161.46
CARD_3521e7f0,b2ab6c58-1871-4574-bcf0-4c365e7f9f3f,71bcbc67-490b-4169-b904-397b21609fe4,SILVER,2023-01-25,110.56
CARD_7ea66e4b,aa2caeb9-74d7-4e25-af00-a5a5312f198f,cc42add1-02bd-47e8-b94e-5e79efc6611c,SILVER,2024-12-03,269.68
CARD_1589e13d,75fec51f-2de8-4371-af0e-3a695c3d6c89,92b65996-3c06-4363-918b-b5b0eca272ff,GOLD,2024-10-04,131.51
CARD_25b04d36,db10ef2a-3f44-42de-bb21-61aeca6890f7,d10698a6-142a-474b-a0a9-ed1633ff52ab,GOLD,2024-08-08,107.42
CARD_a350c03d,ad43d6e7-f4cf-46d9-aa76-7e4b2e26f4ae,7c163584-0622-4975-b842-fc73c1f356d3,SILVER,2024-01-27,95.55
CARD_4c71e6c5,a0c92bbf-5770-406b-ad8e-3d0d4f24cc93,78c8fac5-0a92-4b41-ba9c-3ad324fefbf9,GOLD,2023-01-23,234.08
CARD_2792bba8,9c66ebfe-78f7-47b5-b927-36ac3114ae87,a7e7605d-6a74-4c7f-86f7-dc1be5716491,GOLD,2024-08-07,181.64
CARD_170bce99,923e0380-2157-4f95-af50-812768b1d19a,37023d82-0002-4479-80a0-04faed9b97c5,GOLD,2023-12-31,170.91
CARD_e54604cb,3984166f-4476-4b81-bdd8-25945f1a45e3,c8d2cc0f-8aaa-437d-91ce-c560c72382d0,GOLD,2023-12-28,252.0
CARD_4e87b46a,434f0513-0e03-486f-9e4c-8d5060b15d82,a78e7a28-70dd-4767-b50d-d8386a956b34,GOLD,2024-08-19,261.73
CARD_da60791f,d1731335-bef0-42a1-927c-5dff75ab3095,d4be5b7c-9c15-4153-a96b-c643dbb025de,SILVER,2023-06-22,63.2
CARD_ff21af36,648feb87-ab6a-4879-9519-6513c0ddfd11,d196625a-79bf-48c7-9ffb-81e12e14c91d,GOLD,2023-07-03,170.18
CARD_72353b94,746e87a6-d89c-465b-a1c3-ea6589193b52,4c141675-2b7e-4bcd-8fb3-0e4807f89c7b,MEMBERSHIP,2024-04-06,35.67
CARD_f5832695,ae58ed95-2fc7-4212-be84-61d5a9fc392b,efee5789-3b8e-49fe-91d9-d54395520387,GOLD,2024-10-11,183.99
CARD_f85b78a0,ae58ed95-2fc7-4212-be84-61d5a9fc392b,fcb5c801-072c-465a-9eb1-687cf60c452c,MEMBERSHIP,2024-05-12,0
CARD_b044c09f,e1a3f792-3bf0-496b-8f84-2b17befe1ff9,a78e7a28-70dd-4767-b50d-d8386a956b34,SILVER,2024-08-26,211.49
CARD_e1a39079,022658ab-59b6-459c-b622-db668fbf69a5,1782a396-a942-4b66-a4d5-b6420b1a805e,GOLD,2024-04-30,195.36
CARD_1d07badd,c32565b7-d8d8-4d95-87c4-ee85914077d2,1011459c-83e9-467b-9410-fabd61df5f71,GOLD,2024-04-09,262.0
CARD_9d3ad597,c32565b7-d8d8-4d95-87c4-ee85914077d2,8a2bdffa-a8dd-4b39-9947-3b274c390921,MEMBERSHIP,2023-12-18,0
CARD_778d11f0,0660b74f-0650-435d-a9e5-39f25ee18f9f,321830ab-ab02-4c9b-93b2-0863ad822ba3,GOLD,2024-11-24,174.64
CARD_08c428f3,bce728d6-170e-488e-b27d-092db697ed15,d1824600-885c-4d29-9aa4-18d1159e53f0,SILVER,2024-04-20,274.72
CARD_32256b22,caaaccfc-d29c-4fa4-850f-0ff6427f7682,12bb33ba-e1e1-42ac-9280-6eb4d7618f8b,SILVER,2023-06-21,120.84
CARD_1d82d386,c3f28b08-de21-4142-b3e4-dabecb17617d,9ae62a97-6629-4a21-ac1d-8eb1bd0802aa,SILVER,2023-06-03,60.53
CARD_2cd9d128,58a197c4-a673-46bd-8664-9c748f7163d4,46dbbdf5-7d78-48c4-b1d0-5f1a5e28c7aa,GOLD,2024-03-07,272.43
CARD_3fabf3bd,58a197c4-a673-46bd-8664-9c748f7163d4,e1007b24-1d38-425e-8ce3-7e21bb705ba7,MEMBERSHIP,2023-12-25,0
CARD_62680ab4,33c32595-fb45-46b8-82b1-eea2b52fd26e,886f1fc6-32dc-4a99-9408-2ea2b1e3460c,SILVER,2023-03-27,50.74
CARD_2970b4a8,80ad1ee2-7ced-47e1-a70f-b00bc62c0ad9,d02dde35-849f-49ee-88ed-bba2c5214cb1,SILVER,2023-07-28,86.84
CARD_87f97fa3,0d5357ab-072f-426c-bcaa-ee93201276ab,604ce990-853a-4452-9e50-71aea2151c58,GOLD,2023-10-19,194.21
CARD_4776186c,3c110e4a-e7e0-4e37-98bc-683e5a40f5d6,53820d00-b440-49ce-b348-0a79d525cbf9,SILVER,2023-08-18,51.61
CARD_e5a8658d,8f8404e2-cf22-4c97-93b6-7dc2a3c6e9f1,598cea84-dfc3-4897-95ae-74c8dee8cf70,SILVER,2024-06-14,109.23
CARD_525efb23,36d44d15-5002-4dea-9ec6-da0f8e62be0d,3b8a5791-70a7-48ef-8610-b61e473236e1,SILVER,2024-01-31,94.71
CARD_999143b4,eda84932-9a5a-49af-a92f-8eab07202ffe,008b0a7b-bd30-42f1-8bae-ddcb002163ca,GOLD,2023-08-25,218.4
CARD_ba5808b5,b0696909-b467-45d0-b2ce-147b7e9f39a4,77827025-21a8-4ae5-8a69-4795e55d8b4f,SILVER,2024-12-25,50.22
CARD_5ebde42b,48ea8eeb-064f-4bdf-af59-f42a0a1dab2a,1e2f2fd3-fa79-4427-a1fc-41e45d428d0a,GOLD,2023-04-14,164.72
CARD_34661148,9da23575-d893-4fbb-86e7-d179512b49a2,f4b2607c-62d5-425c-827d-64d1afd0068b,GOLD,2024-10-17,137.42
CARD_6a3529d6,a5687451-36d8-4eb3-b70f-86185b779bad,f4b2607c-62d5-425c-827d-64d1afd0068b,SILVER,2023-08-09,68.84
CARD_9cc289fd,10ea8e37-6efd-464b-8dd7-a95243d4073f,1011459c-83e9-467b-9410-fabd61df5f71,GOLD,2023-09-01,195.93
CARD_39caefaf,fb09d00c-3451-440d-95cc-24ebf182b20e,9f33194f-dde9-4e1e-a050-28e993e98f48,MEMBERSHIP,2025-01-01,13.14
CARD_a5607dde,cffc45ba-4621-4dec-b7a6-ad403bdc1349,326f7918-3ec3-49eb-977e-9f6819e018e5,GOLD,2023-12-23,107.02
CARD_ca0f8498,d9b52521-5205-4c1c-8cca-c05795360820,59ef2847-cebb-4df7-b96a-4f2b01ca28da,SILVER,2023-08-12,152.81
CARD_7c27d4fd,d9b52521-5205-4c1c-8cca-c05795360820,7b9bd088-8085-4c17-8e47-880878e14263,MEMBERSHIP,2023-05-21,0
CARD_96ed41d3,bf45fed5-8d3c-4714-bc4b-0f8a54649116,08ea2855-e0c5-463c-b234-e20a45a5e6c5,SILVER,2024-11-01,96.61
CARD_93e066ea,8671b212-e8f5-48d8-9425-26a21c0023d7,18fd27c6-947a-43a9-a345-ea09b0cfabfe,SILVER,2024-10-30,77.93
CARD_36d367f3,8c833775-a0ee-4776-bb64-793d8855b870,71d8f435-e6ac-4a30-bd48-293c5be4b172,GOLD,2024-10-18,239.45
CARD_737377bb,67ea8284-5eff-4667-936e-e84cf61af1a5,2fc49272-0092-4b50-877e-b0fc0c548b6e,MEMBERSHIP,2023-05-08,39.61
CARD_6d813252,b1e470dc-ad1e-4052-a09b-6bfdfb82956b,52c51805-914d-4c8a-8059-221b07a2d412,SILVER,2024-01-19,187.96
CARD_380de802,3a8eebec-6107-44ea-9c4d-d1adee1b2878,14623d81-3186-413d-a001-e0bd96162e54,SILVER,2024-02-24,62.19
CARD_c11f641e,a44ba176-c79d-4e28-b946-f8b341bbd669,63fe1a05-411c-4b39-9280-362405a3e048,SILVER,2024-02-03,213.53
CARD_365a0867,9ae96892-30d4-4671-a994-ada507ae0a75,0c901bca-9402-4f4a-82ca-133c62245a33,SILVER,2024-10-31,240.54
CARD_7d98f27b,6134a751-7728-485a-8064-e724c1601bca,52c51805-914d-4c8a-8059-221b07a2d412,GOLD,2023-11-04,224.81
CARD_ffd8d28f,e01b2263-fe92-4bbc-9614-7827e61f86ac,e3c81b79-0862-4477-a655-78a1b614df15,GOLD,2024-10-31,143.13
CARD_c90cdee6,24b7f76b-3634-464e-be77-7918b2cef9b8,c1605204-2457-4761-9d1d-74ebf68c2519,GOLD,2024-11-12,147.31
CARD_e079580a,d362e0df-d3f5-4073-9fe9-c7774defb549,b4667508-605b-48e1-85d7-18a63f20324f,SILVER,2023-12-15,124.76
CARD_376e9642,8022edec-21a8-4eab-913d-4cdd1705bfa7,f2e6caa8-ead6-4236-b861-a422f16de8b4,GOLD,2024-08-28,203.07
CARD_c2588342,fba18e84-3039-46c3-9729-c24646b63c11,e60bf5ad-d271-4aad-a094-91285e11eb79,SILVER,2024-08-02,82.82
CARD_0b127de4,35d7406a-34b6-4b09-b0c7-fff7c62b84da,97f51e95-04b1-49f1-b801-bbbc2de10a78,GOLD,2023-01-23,133.42
CARD_61dd84c3,b62fd89f-3536-4cb6-a3ac-610e4be2ba74,21c84a56-82ce-444a-aadf-957f74ffbccb,GOLD,2024-05-08,249.67
CARD_10170959,11c78c75-98a7-4c34-af79-206bef83f3be,5647adbe-f106-4b7f-b455-d8117d5419c0,SILVER,2024-04-02,96.71
CARD_11e72314,87a61ad4-64e7-499a-a944-6fcbce255a90,23219813-9531-4c90-b399-75c323ef1e4d,GOLD,2024-12-17,203.67
CARD_88d524a0,5b4ff558-0ef2-48ce-a906-98228cf891d5,6a080438-96f6-4c47-ad9d-8c15ecf72faa,SILVER,2023-10-20,232.0
CARD_21ad718c,7941dbf8-6980-4fa3-b48f-5bb70038c166,a98ca8b5-9318-4b20-a98a-1f5b6bc36948,MEMBERSHIP,2023-08-03,42.36
CARD_550ee1e4,ba4f8725-213c-43b3-8ded-31281a088812,c98ba93c-6f69-4265-8fb0-68daec5c3c0e,GOLD,2023-03-30,283.21
CARD_e89f67e1,c50a7e32-2fc5-4e68-8433-7e851c39957e,0eaccc50-c771-4db4-803c-a66802f8e93b,GOLD,2023-03-23,107.08
CARD_26d777a1,c50a7e32-2fc5-4e68-8433-7e851c39957e,59b9e6c5-fe34-4b0c-935f-7909b089df25,MEMBERSHIP,2022-10-22,0
CARD_dc9d1524,eb503374-4e8d-41b8-af79-e36dc8efd349,0c7f661b-7ce6-4e52-8bb6-4afedbfcd848,GOLD,2024-04-22,168.83
CARD_7901aa68,cbc80471-ef1e-4d02-9287-99bf094f04d4,24945ecd-e337-4de7-ab57-35599943c56b,SILVER,2023-02-24,72.42
CARD_5c4d649b,3dea8290-63f7-4c31-8a68-704e7f5f6401,636c1199-8dfc-4da9-a17f-1e3c9d475a95,SILVER,2024-04-25,64.17
CARD_19eeaae9,65ccfb73-5fe8-42bf-8111-b39683d222ad,6fd5af3d-f7af-478f-8193-444368c51fee,SILVER,2024-09-05,252.4
CARD_5c62b87a,7ac7bf3b-52fd-4ed3-8686-9fe08df59d2b,bc96193f-96fe-4726-9e88-efb2b71ecd70,SILVER,2023-12-16,85.96
CARD_9b0a4b4c,798f313b-a560-4e55-9811-240646a681c5,00dcb267-cdeb-4325-a0a9-bf36840f1584,GOLD,2023-01-21,295.73
CARD_a3971a68,b48608dc-758b-4f7c-995c-7956381604e7,791d8def-b297-4c87-a737-e15b54c20899,MEMBERSHIP,2023-09-25,37.76
CARD_c38a422b,4326fc8e-5056-4c0d-8750-67e2cfdbbd95,cbe5ba16-a960-41eb-ae6f-9de199747d52,MEMBERSHIP,2024-02-22,22.86
CARD_1471d26f,3ba8c753-4632-4fff-b86c-c9b65d8d0a8f,41149f70-979f-4fa3-aec6-45b233a7d84b,MEMBERSHIP,2024-04-30,15.51
CARD_6a345807,3ba8c753-4632-4fff-b86c-c9b65d8d0a8f,3ccacfb9-7e3b-4993-b9c0-e04b6ecd4d97,MEMBERSHIP,2024-01-22,0
CARD_cd91f9ed,8c52598c-01cd-4e3e-aeb6-6bac3e658023,1e9c4e7a-5116-46d1-85d4-b3a8bc8052ad,MEMBERSHIP,2023-07-06,11.98
CARD_243b2cf1,8c52598c-01cd-4e3e-aeb6-6bac3e658023,6a636dda-deaf-40d5-ad60-a8044103c3de,MEMBERSHIP,2023-02-02,0
CARD_fc6a620b,43bec78d-19de-46cf-801d-295a9ceac351,b929b248-5fa8-4bc7-a9b2-dfc2b42b3b3e,GOLD,2024-06-30,140.07
CARD_f67941f7,ca3ccfe9-c66b-4653-9427-11e523d25549,d1b7baca-46fc-422a-bd4d-18cdf270d219,MEMBERSHIP,2024-08-04,41.2
CARD_9c083018,17246ff1-0562-4c17-8137-d7a1218a3d4e,af8b051d-dfb2-4aac-b0c8-24d0ec1d5ac8,SILVER,2023-09-11,70.03
CARD_32de1b89,9d1f54fe-9d6b-48ab-9d5f-05f2aba25dfa,7c379f8a-52fc-46dc-b909-bac9c37ffdff,GOLD,2024-01-06,244.15
CARD_fcd5e2cb,9d1f54fe-9d6b-48ab-9d5f-05f2aba25dfa,5f485280-99fc-46fd-a99e-73fc9facfd32,MEMBERSHIP,2023-08-20,0
CARD_d6e9dad5,ae929682-e6c7-4816-847a-489eaaad900d,7198946a-05b8-45ba-bed0-96396665c2b6,SILVER,2023-09-22,98.19
