BranchID,RegionID,BranchName,Address,BranchPhoneNumber,OpeningTime,ClosingTime,HasCarParking,HasBikeParking,DeliveryService,ManagerID
2cdb70fe-96ec-4022-a8a8-c75c72254559,495,Sushi X Express - Biên Hòa 38,"353 Nguyễn Huệ, Liên Chiểu, Biên Hòa",02511555933,11:00,22:30,1,1,0,
e072a954-eb3e-40d9-8818-a28b7de6b380,6710,Sushi X Express - Cần Thơ 91,"219 Nguyễn Du, Ngũ Hành Sơn, Cần Thơ",02926062428,10:30,22:30,1,1,0,
49ac5aa6-a561-4a39-9e15-6a338e564442,504,Sushi X - TP.HCM 51,"494 Hai Bà Trưng, Cầu Giấy, TP.HCM",0280849773,11:00,22:00,1,1,0,
9e42157c-76ae-4920-9056-8504ed162459,5002,Sushi X Premium - Đà Nẵng 6,"272 Lê Duẩn, Cầu Giấy, Đà Nẵng",02361002605,10:00,21:30,0,1,0,
58755728-0d7c-4996-aa8e-e78b487291a7,5603,Sushi X - Huế 51,"403 Lê Duẩn, Hai Bà Trưng, Huế",02343248744,11:00,22:30,1,1,1,
5e29ab2c-e783-4d26-8386-26db544a43e0,5272,Sushi X - Huế 85,"714 Nguyễn Du, Hai Bà Trưng, Huế",02348182502,10:00,22:00,1,1,1,
c499277b-d888-4c48-abbd-a0ed036ee93a,6262,Sushi X Premium - Cần Thơ 69,"842 Lý Thái Tổ, Quận 2, Cần Thơ",02925589528,11:00,21:00,1,1,1,
108825c5-e768-459c-a2fb-5b304e2615fe,5645,Sushi X Express - Biên Hòa 13,"170 Trần Hưng Đạo, Ngũ Hành Sơn, Biên Hòa",02514316464,10:30,21:00,1,1,1,
635c3ff4-7b21-402d-b4eb-92a7c46b7ce9,6647,Sushi X Premium - Đà Nẵng 15,"637 Phan Chu Trinh, Thanh Khê, Đà Nẵng",02364276793,10:30,22:00,1,1,0,
c7c0f358-0b86-4d13-9245-ececec7744c7,4744,Sushi X - Hà Nội 96,"824 Nguyễn Huệ, Hai Bà Trưng, Hà Nội",0245890745,10:00,22:30,1,1,0,
5daa21c2-72eb-41d5-bc66-0504fa2bdb8f,8701,Sushi X Premium - TP.HCM 52,"709 Điện Biên Phủ, Ngũ Hành Sơn, TP.HCM",0285260287,11:30,21:00,1,1,1,
1bbb833f-8b93-435e-92ee-21ef314c609d,511,Sushi X - Huế 26,"253 Hai Bà Trưng, Sơn Trà, Huế",02347429131,11:30,22:30,0,1,1,
399a5850-9da9-4a25-aeee-0739c9363c44,7127,Sushi X - Đà Nẵng 90,"149 Phan Chu Trinh, Hải Châu, Đà Nẵng",02369550877,11:00,22:30,1,1,0,
a893fe9d-55fc-440f-bccc-229051a6d7cb,8004,Sushi X Premium - Hải Phòng 92,"639 Trần Hưng Đạo, Quận 2, Hải Phòng",02250244992,10:30,22:30,0,1,0,
813eeba3-b3aa-47f0-a02d-f45dec14799b,4158,Sushi X - Biên Hòa 40,"490 Lý Thái Tổ, Liên Chiểu, Biên Hòa",02512501284,11:00,21:00,1,1,1,
d3a8a023-fc72-4219-8f3e-311fc2653d26,4134,Sushi X - TP.HCM 15,"897 Phan Chu Trinh, Hoàn Kiếm, TP.HCM",0284829022,11:00,21:00,0,1,0,
b848ed7a-f75d-46db-bd7f-d647284c7337,9806,Sushi X Express - Hà Nội 26,"458 Hai Bà Trưng, Hải Châu, Hà Nội",0240527763,11:00,22:00,1,1,1,
10f8973f-9507-460f-8e2b-84ba5eba231e,9777,Sushi X Express - Đà Nẵng 68,"468 Nguyễn Du, Hoàn Kiếm, Đà Nẵng",02364590452,10:30,22:30,1,1,0,
57b56177-f24d-4932-a2ea-d35b7f7ad066,8057,Sushi X - Nha Trang 56,"704 Lê Lợi, Hải Châu, Nha Trang",02580237989,10:30,22:00,0,1,0,
334f03ac-f852-41e3-9937-a1d7b5a51d14,590,Sushi X Express - Cần Thơ 90,"195 Lê Lợi, Cầu Giấy, Cần Thơ",02923491723,11:00,21:30,1,1,0,
1f92a5f4-0a9b-4c59-9310-06b41af0e6ff,7733,Sushi X - Nha Trang 7,"459 Phan Chu Trinh, Quận 3, Nha Trang",02583741467,10:00,22:00,1,1,1,
bbf8f1e3-5a92-470a-8b29-2befe2c92495,7301,Sushi X Premium - Biên Hòa 96,"856 Nguyễn Du, Quận 3, Biên Hòa",02517109264,10:00,22:00,0,1,1,
9756219d-5cc4-4e30-b224-0968d2b927e0,73,Sushi X Express - Nha Trang 71,"324 Lý Thái Tổ, Ngũ Hành Sơn, Nha Trang",02583521960,11:00,22:00,0,1,0,
1b59df78-caeb-44cd-8b70-cf30ce2e76b9,9948,Sushi X - Hà Nội 88,"411 Lý Thái Tổ, Liên Chiểu, Hà Nội",0241371363,10:00,22:30,1,1,1,
bcac9899-25c4-48fa-9875-5c0f4dc8ec5b,7390,Sushi X Premium - Cần Thơ 97,"772 Hai Bà Trưng, Hoàn Kiếm, Cần Thơ",02923515262,10:00,21:00,0,1,1,
968417da-c0ae-4193-a2d1-64098a59debc,7828,Sushi X Express - Biên Hòa 14,"773 Nguyễn Huệ, Quận 1, Biên Hòa",02516455221,11:00,21:00,0,1,1,
230e90b0-ec8a-4857-b215-8c662219b900,6368,Sushi X - Biên Hòa 23,"33 Lê Duẩn, Hai Bà Trưng, Biên Hòa",02518629369,11:00,21:00,0,1,0,
da5f090a-6287-4326-8011-d34ee411b8f6,406,Sushi X Premium - Huế 91,"616 Nguyễn Du, Liên Chiểu, Huế",02345556504,11:30,21:30,0,1,0,
c73b5dd8-5dc6-4406-b6c4-c168b86fa45e,9180,Sushi X Premium - Cần Thơ 36,"247 Lê Duẩn, Quận 1, Cần Thơ",02925033273,11:00,22:00,1,1,1,
0eed4a88-c0bd-48da-bc01-beac8d588d03,1084,Sushi X - Hải Phòng 93,"497 Điện Biên Phủ, Quận 1, Hải Phòng",02259182791,10:00,22:30,1,1,1,
c6df0496-04a0-47bb-b4e9-6912ed9353a1,642,Sushi X - Huế 42,"668 Lý Thái Tổ, Ngũ Hành Sơn, Huế",02346699765,10:30,22:30,0,1,1,
8b6d74ef-90e1-4660-9ad5-c8c3c3689c48,3603,Sushi X Premium - Hải Phòng 37,"614 Hai Bà Trưng, Hai Bà Trưng, Hải Phòng",02253306073,10:00,22:00,0,1,1,
2d324f5f-cd10-4ca3-9e56-ffef8ebe0352,3463,Sushi X Premium - Cần Thơ 86,"128 Lê Lợi, Liên Chiểu, Cần Thơ",02926709547,11:30,21:00,1,1,1,
0f0be745-c96b-4e5f-8abe-16f0da7d6a0e,7239,Sushi X Express - Cần Thơ 44,"407 Nguyễn Du, Quận 3, Cần Thơ",02922760893,10:00,21:00,1,1,1,
9a1e94eb-3bfd-4bdc-b08f-2c063794e2f5,4668,Sushi X - Cần Thơ 66,"958 Lê Thánh Tôn, Quận 2, Cần Thơ",02925015390,11:00,22:30,1,1,0,
99a2a759-56f7-4ad8-ae31-6c05d47ea128,1674,Sushi X Express - Biên Hòa 72,"623 Lê Thánh Tôn, Sơn Trà, Biên Hòa",02519288001,10:00,21:00,0,1,1,
fa3c59ca-83b7-4e36-af43-f25d1bc04597,1786,Sushi X - Hà Nội 30,"392 Lê Lợi, Sơn Trà, Hà Nội",0241995690,11:00,22:00,1,1,0,
69446dcf-36be-46c2-ab61-af875910cc80,9543,Sushi X Premium - Nha Trang 97,"246 Nguyễn Du, Quận 3, Nha Trang",02584672661,10:00,22:30,1,1,1,
19ea8024-532d-4fc2-ac35-50d474fa70b0,968,Sushi X - Đà Nẵng 51,"889 Trần Hưng Đạo, Hoàn Kiếm, Đà Nẵng",02364640621,11:00,21:30,0,1,1,
e5c37457-284d-4d60-a8b0-5817dd3aeec6,6159,Sushi X Premium - Cần Thơ 80,"866 Lý Thái Tổ, Cầu Giấy, Cần Thơ",02925795940,11:30,21:00,0,1,1,
1fb79c91-6001-42ac-810a-8930d1d4ae25,4897,Sushi X Express - Hà Nội 12,"933 Phan Chu Trinh, Quận 2, Hà Nội",0248800865,10:00,22:00,0,1,0,
5fbfcbe9-6891-48e9-b64d-d7b9e3f0c189,6392,Sushi X Express - TP.HCM 72,"70 Lê Lợi, Hoàn Kiếm, TP.HCM",0287216014,11:30,21:30,0,1,0,
65092dca-199a-4ef7-a938-3dcc94d18408,9566,Sushi X - Huế 28,"516 Lý Thái Tổ, Hoàn Kiếm, Huế",02346293104,10:00,22:30,0,1,1,
a3e87ee1-3682-4d83-bea0-4a735eb18bdd,1902,Sushi X - Huế 77,"133 Nguyễn Huệ, Liên Chiểu, Huế",02346675858,11:00,21:00,0,1,1,
d54c06d9-a573-40ce-a330-cb0363452e8d,9292,Sushi X Express - Hà Nội 30,"348 Hai Bà Trưng, Liên Chiểu, Hà Nội",0241256937,11:30,22:00,1,1,1,
181a8021-f999-40f9-82e6-fa7948bfc701,7813,Sushi X - Biên Hòa 90,"404 Hai Bà Trưng, Hoàn Kiếm, Biên Hòa",02518559504,10:00,22:30,0,1,0,
e60776be-85c0-4cf1-b166-0b4ccbbbea73,5815,Sushi X Premium - Hải Phòng 6,"411 Lý Thái Tổ, Quận 1, Hải Phòng",02251245292,10:00,21:30,1,1,0,
51120586-49b2-4717-a48b-52111fc8abcc,5254,Sushi X - Hà Nội 97,"391 Phan Chu Trinh, Hai Bà Trưng, Hà Nội",0248358848,10:30,21:30,1,1,1,
b1a64aca-7b5c-40ee-99f0-4f47f3050211,1904,Sushi X Express - Hà Nội 68,"667 Hai Bà Trưng, Quận 3, Hà Nội",0247251857,10:30,21:00,1,1,1,
1a33d52f-2eee-47d5-9f6f-5e0cb0aabb0e,1091,Sushi X Express - TP.HCM 1,"249 Nguyễn Huệ, Sơn Trà, TP.HCM",0285192096,11:30,22:00,1,1,1,
3537a7de-8fc1-4d07-91b7-a30e609ea53f,7885,Sushi X Premium - Hải Phòng 75,"106 Nguyễn Huệ, Hải Châu, Hải Phòng",02254979208,11:30,21:30,1,1,0,
1d1a7a0d-2861-413b-8247-e5410b066e45,1733,Sushi X - Hà Nội 41,"29 Nguyễn Huệ, Ngũ Hành Sơn, Hà Nội",0242574496,10:00,21:00,1,1,1,
4e5db3fd-52c2-424d-8e56-d2cde8f7bc62,4888,Sushi X Express - TP.HCM 8,"278 Lý Thái Tổ, Liên Chiểu, TP.HCM",0286076369,11:30,22:30,1,1,1,
59aa2653-0310-4112-a7fa-74197f91897f,7222,Sushi X - Hải Phòng 63,"418 Nguyễn Du, Quận 1, Hải Phòng",02256486604,11:00,21:00,1,1,0,
e5dd7d06-ac2e-44da-8209-d02f259296a1,842,Sushi X Premium - Biên Hòa 7,"951 Điện Biên Phủ, Ngũ Hành Sơn, Biên Hòa",02512418897,10:00,21:00,1,1,0,
79a6ad39-32df-48d6-9ca8-6bf5384bf4a8,6519,Sushi X Premium - Nha Trang 48,"690 Lý Thái Tổ, Sơn Trà, Nha Trang",02583837055,10:00,21:30,1,1,0,
b81f7a5f-ad55-44c7-b321-a0abf75d5a99,351,Sushi X Premium - Hà Nội 70,"800 Lê Lợi, Hoàn Kiếm, Hà Nội",0242911193,10:00,22:00,0,1,1,
5cc5d604-a48c-41f1-92c4-d69d658f5124,9655,Sushi X Premium - Huế 45,"790 Điện Biên Phủ, Hai Bà Trưng, Huế",02349598905,11:30,21:30,0,1,0,
fa896071-71ad-4e73-82a9-437cdce772fe,1046,Sushi X Premium - Cần Thơ 59,"724 Trần Hưng Đạo, Hoàn Kiếm, Cần Thơ",02924948062,11:30,21:00,0,1,0,
6c7785df-2798-4e63-a490-7cdae12a3d4a,1226,Sushi X - Biên Hòa 34,"295 Trần Hưng Đạo, Hai Bà Trưng, Biên Hòa",02518186620,10:30,21:30,1,1,0,
44f87595-f6e5-489f-8b84-826971e96175,2796,Sushi X Express - Đà Nẵng 88,"509 Trần Hưng Đạo, Sơn Trà, Đà Nẵng",02369094507,11:30,21:00,0,1,1,
3d56bec2-0067-4a5a-8769-f4d82d843418,3942,Sushi X Express - TP.HCM 69,"445 Lý Thái Tổ, Quận 3, TP.HCM",0289164873,11:00,22:00,0,1,1,
58a3d73b-6b6d-430e-9e5c-960c7fc61c2b,9990,Sushi X Premium - Nha Trang 36,"541 Điện Biên Phủ, Hoàn Kiếm, Nha Trang",02581467983,11:30,22:00,0,1,0,
17e47ef3-6a8f-4e17-8d20-ead4eea062fd,4111,Sushi X Premium - Đà Nẵng 96,"360 Lê Duẩn, Liên Chiểu, Đà Nẵng",02362222199,10:30,22:00,1,1,1,
4a6a04f4-cc8f-48f7-9937-76d079490f0d,7657,Sushi X - Cần Thơ 12,"575 Điện Biên Phủ, Hải Châu, Cần Thơ",02929142573,11:30,21:30,0,1,0,
7f821a66-ca4e-440b-90c4-5cdb19bef503,2912,Sushi X Express - Đà Nẵng 51,"608 Lê Thánh Tôn, Quận 1, Đà Nẵng",02367149738,10:30,22:30,0,1,1,
757d610b-9c33-47f7-83d2-19a831b9d4d8,22,Sushi X - Hà Nội 42,"314 Nguyễn Huệ, Quận 3, Hà Nội",0244248899,11:00,22:30,0,1,1,
5f6c2d20-9456-47b8-ae3a-0d63952cc67a,5073,Sushi X - Nha Trang 73,"151 Lý Thái Tổ, Quận 2, Nha Trang",02583288279,10:00,21:00,1,1,0,
e52bf7cd-ff02-427b-9693-ec3c1f93fec0,7948,Sushi X Premium - Hải Phòng 83,"283 Hai Bà Trưng, Quận 1, Hải Phòng",02253413568,10:00,21:00,0,1,1,
0b4b88da-6d4d-4477-9d27-9d976370c5e1,2958,Sushi X Premium - Biên Hòa 2,"117 Lê Thánh Tôn, Hoàn Kiếm, Biên Hòa",02518677841,11:00,21:30,1,1,0,
2dba958e-b2ec-4608-b6f7-71eff609feb9,6820,Sushi X - Huế 98,"4 Nguyễn Huệ, Hoàn Kiếm, Huế",02343252929,11:00,21:30,0,1,0,
b142c9e8-1642-4124-aaca-c6fe55463ff3,2620,Sushi X Express - Hà Nội 14,"605 Điện Biên Phủ, Hai Bà Trưng, Hà Nội",0241099111,11:30,22:00,1,1,0,
40671c5b-fceb-439a-be98-95eb6a59feb5,9274,Sushi X - TP.HCM 48,"73 Lý Thái Tổ, Cầu Giấy, TP.HCM",0286101343,10:00,21:00,0,1,1,
8f97efd7-e531-40ec-8589-e920c0244ff4,1928,Sushi X Premium - Hà Nội 34,"892 Hai Bà Trưng, Hoàn Kiếm, Hà Nội",0242452216,10:30,21:30,1,1,1,
09d23dab-34f4-436b-9fbb-2c61cde1b074,4795,Sushi X Express - Hải Phòng 78,"441 Lý Thái Tổ, Thanh Khê, Hải Phòng",02255757679,11:00,22:30,0,1,1,
1635d9a4-d55f-4d1f-b39f-3a5d72cf2b76,4127,Sushi X Express - TP.HCM 32,"627 Nguyễn Du, Ngũ Hành Sơn, TP.HCM",0287236257,10:30,21:30,0,1,1,
72858962-c300-490e-a2d0-12f412d8e6d1,3880,Sushi X - Hà Nội 58,"897 Lý Thái Tổ, Quận 2, Hà Nội",0247227700,11:00,22:00,0,1,0,
057d841c-f476-4335-b27c-a7ad25b9723e,8299,Sushi X - Hải Phòng 78,"928 Nguyễn Huệ, Hoàn Kiếm, Hải Phòng",02251237999,11:30,21:00,0,1,1,
bbb1303d-907e-483c-bfab-9e2dd09d134f,7646,Sushi X Premium - Huế 69,"405 Nguyễn Huệ, Thanh Khê, Huế",02346449900,10:00,22:30,0,1,0,
cd59ca25-bcea-4e2f-a2a6-fa9ec43ce627,7217,Sushi X Premium - Biên Hòa 23,"268 Lê Duẩn, Quận 2, Biên Hòa",02513615897,11:00,22:30,1,1,0,
61094ed4-6234-4d2d-8d1b-0e3d857e774a,4725,Sushi X Express - Cần Thơ 40,"578 Lê Duẩn, Hoàn Kiếm, Cần Thơ",02923694122,10:00,22:00,1,1,0,
73d6aabc-4316-42a9-98e9-e6b320a1300e,79,Sushi X - Nha Trang 28,"810 Nguyễn Huệ, Quận 1, Nha Trang",02588874020,10:30,21:00,1,1,0,
d3a6c0aa-11fd-450c-a3ca-bce9a03ac1d7,8480,Sushi X - Đà Nẵng 85,"334 Lê Lợi, Hai Bà Trưng, Đà Nẵng",02363067899,10:00,21:00,1,1,0,
3c194250-a8b5-4adf-8693-c2a0f6b25f05,4247,Sushi X Premium - Đà Nẵng 20,"95 Nguyễn Du, Hai Bà Trưng, Đà Nẵng",02366196276,11:00,21:30,1,1,0,
d6b4704d-80df-41d1-9c07-b9b288ca676c,8859,Sushi X Premium - Đà Nẵng 63,"700 Lê Thánh Tôn, Liên Chiểu, Đà Nẵng",02367035383,11:30,21:00,0,1,0,
414a3d7e-d59e-48ea-b50c-f05c876a1e17,1987,Sushi X Express - Nha Trang 19,"688 Nguyễn Huệ, Ngũ Hành Sơn, Nha Trang",02581958244,11:00,21:30,0,1,0,
398f6e80-b5b5-4979-a7c9-b36c1f89bc08,9981,Sushi X - Hải Phòng 65,"462 Hai Bà Trưng, Quận 1, Hải Phòng",02259709107,11:00,21:30,1,1,0,
8893f17a-a515-40d1-a69b-18796b7325c7,1812,Sushi X Express - Cần Thơ 37,"783 Phan Chu Trinh, Hải Châu, Cần Thơ",02924918039,11:00,22:00,1,1,0,
f8cf6957-52f6-4db0-a66a-57f0765a32d6,4903,Sushi X - Hải Phòng 30,"319 Nguyễn Huệ, Quận 2, Hải Phòng",02251586536,11:00,22:00,0,1,0,
9f84a332-82f5-4c9f-8cae-029d2aedd1fb,4608,Sushi X Express - Cần Thơ 92,"833 Lê Lợi, Hai Bà Trưng, Cần Thơ",02921193316,11:30,21:30,0,1,1,
7e8599a3-cb7f-44f7-9382-0d5e828149e5,9385,Sushi X Express - Đà Nẵng 10,"31 Nguyễn Huệ, Quận 3, Đà Nẵng",02361833447,11:30,22:00,1,1,0,
82747d7e-bcbe-4f60-8b32-36a8fdbf5ffa,2370,Sushi X Premium - Đà Nẵng 41,"317 Lê Duẩn, Quận 1, Đà Nẵng",02360985946,10:30,22:00,0,1,0,
8092f93d-b6c1-40f7-a843-6d8098a274fb,4800,Sushi X Premium - Nha Trang 52,"565 Hai Bà Trưng, Liên Chiểu, Nha Trang",02588319554,10:00,22:30,1,1,0,
be56d5aa-3184-4067-92de-147ee8cd8c43,5668,Sushi X - Đà Nẵng 62,"943 Hai Bà Trưng, Liên Chiểu, Đà Nẵng",02364796845,11:30,22:00,1,1,0,
5ebc77df-bdcd-4b41-a180-74911d6dd3be,2217,Sushi X Express - Biên Hòa 91,"432 Lý Thái Tổ, Liên Chiểu, Biên Hòa",02513750343,10:00,21:30,0,1,0,
374e7bfb-119c-4cc8-91dd-c9f66eec7c7e,7072,Sushi X Express - TP.HCM 3,"450 Hai Bà Trưng, Hải Châu, TP.HCM",0289714732,11:00,21:30,0,1,1,
f40ff04f-820c-44a7-8f5f-27eda1bd18f7,6127,Sushi X - Đà Nẵng 29,"957 Điện Biên Phủ, Hoàn Kiếm, Đà Nẵng",02368877356,10:30,21:00,0,1,0,
bbfc89ff-d131-482b-a3b8-69ab53abd0a2,5747,Sushi X - Hà Nội 63,"646 Trần Hưng Đạo, Thanh Khê, Hà Nội",0244137326,10:00,22:30,0,1,0,
4f88797b-45f1-4a93-8593-8891dfbb6f48,5818,Sushi X Premium - Hà Nội 66,"689 Nguyễn Du, Thanh Khê, Hà Nội",0245380314,11:30,22:30,1,1,0,
470948f2-6fc1-405c-b717-28e5946cb28c,6656,Sushi X Express - TP.HCM 24,"150 Nguyễn Huệ, Hải Châu, TP.HCM",0283181957,10:30,22:30,0,1,0,
16b3fe25-1ee4-43f8-a5ac-bd3ceaeb0c39,8193,Sushi X Express - Hải Phòng 73,"31 Lê Lợi, Hải Châu, Hải Phòng",02251317532,10:00,21:00,0,1,0,
cd371789-8086-4678-912c-54e692dfe356,6469,Sushi X Premium - Hà Nội 72,"101 Lê Lợi, Quận 3, Hà Nội",0248620900,10:30,21:00,1,1,1,
3703cba7-3fd9-4d1a-bff4-7d673c09b2d2,4051,Sushi X Premium - Cần Thơ 33,"456 Lý Thái Tổ, Liên Chiểu, Cần Thơ",02927685135,10:30,21:00,1,1,0,
7da69965-f9d5-47e8-beec-ccaaa18f5a22,4178,Sushi X - Huế 43,"67 Nguyễn Huệ, Sơn Trà, Huế",02341583841,10:30,22:30,0,1,1,
95b0af6c-259e-4ef1-8b89-4f428835b7c2,9644,Sushi X Premium - Hà Nội 91,"352 Nguyễn Huệ, Ngũ Hành Sơn, Hà Nội",0240330073,11:00,22:00,0,1,0,
7a1381e1-1835-4363-bfd9-3d771d9195e7,3999,Sushi X - Hải Phòng 60,"346 Nguyễn Huệ, Liên Chiểu, Hải Phòng",02256446167,10:30,22:00,1,1,1,
7584266d-209e-454c-8b91-74c97b909ef8,231,Sushi X Express - Biên Hòa 12,"519 Nguyễn Huệ, Quận 3, Biên Hòa",02513323236,10:00,22:30,1,1,0,
b094497d-d4d7-43b7-9cc8-07e6e5a4db78,6318,Sushi X - Biên Hòa 93,"193 Lê Duẩn, Sơn Trà, Biên Hòa",02518097923,10:00,21:00,0,1,1,
d1e706b5-319a-49b8-a80d-86bcf7a4a403,4790,Sushi X Premium - Biên Hòa 82,"134 Nguyễn Huệ, Sơn Trà, Biên Hòa",02518684978,11:00,21:00,0,1,1,
b70d3ef0-2507-40ce-aa7d-006a881f1b26,2982,Sushi X Express - Đà Nẵng 89,"393 Phan Chu Trinh, Thanh Khê, Đà Nẵng",02366068186,11:00,22:30,1,1,1,
91577066-fb7c-401b-ac2c-c04ae9f35e57,6910,Sushi X Express - Cần Thơ 79,"922 Lê Duẩn, Cầu Giấy, Cần Thơ",02925857278,11:00,21:00,1,1,0,
1aa57dc1-0a46-434a-a01e-0226f51c7c5f,9143,Sushi X - Biên Hòa 87,"529 Nguyễn Du, Thanh Khê, Biên Hòa",02519075198,10:30,22:00,0,1,1,
687c33ed-98c5-4805-9320-36d28593e826,9727,Sushi X Premium - Nha Trang 64,"734 Trần Hưng Đạo, Quận 1, Nha Trang",02587892490,11:00,22:00,1,1,1,
face6367-ebc4-4798-9d62-5a197b35a15f,3088,Sushi X Express - Cần Thơ 3,"762 Phan Chu Trinh, Quận 1, Cần Thơ",02920880588,10:30,21:30,0,1,1,
1ffc3003-5923-49fe-b76c-6958fd8fc614,9057,Sushi X - Hà Nội 74,"105 Lê Thánh Tôn, Liên Chiểu, Hà Nội",0241768612,10:30,22:00,0,1,1,
f76b73cf-23af-45e7-ae17-f721ddab39d9,3042,Sushi X Premium - Hải Phòng 48,"102 Lê Lợi, Hai Bà Trưng, Hải Phòng",02253947985,10:30,22:00,0,1,1,
a4192ab7-c20c-49d6-b34b-953f77308e07,8017,Sushi X Express - Cần Thơ 7,"336 Nguyễn Du, Ngũ Hành Sơn, Cần Thơ",02927162235,11:00,21:00,0,1,0,
f56d946d-9e22-4d0f-b384-1fd58a0d28d2,1514,Sushi X Premium - Biên Hòa 22,"577 Lê Thánh Tôn, Sơn Trà, Biên Hòa",02516501274,11:30,22:30,1,1,1,
3267040c-7ca4-45e1-b7cf-da08ba20d32d,2999,Sushi X Express - Hà Nội 97,"294 Lê Thánh Tôn, Quận 2, Hà Nội",0249866032,10:30,22:00,0,1,0,
8e64743b-3ec5-4a25-8619-acffb74b6ca3,6407,Sushi X Express - Đà Nẵng 62,"769 Lê Lợi, Ngũ Hành Sơn, Đà Nẵng",02363354189,10:30,22:00,1,1,1,
df6139cb-0855-4c25-a935-ddfec719a083,2053,Sushi X - Nha Trang 41,"30 Nguyễn Huệ, Quận 1, Nha Trang",02581008932,11:00,22:00,0,1,1,
ee63b68a-3a05-47fb-8ff6-4198eed460ce,6966,Sushi X - Hải Phòng 55,"629 Điện Biên Phủ, Hải Châu, Hải Phòng",02256113159,10:30,22:00,1,1,1,
9c6729d4-d457-4c4a-b3b0-557698851b40,7649,Sushi X Express - Biên Hòa 4,"568 Hai Bà Trưng, Cầu Giấy, Biên Hòa",02517575066,10:00,21:30,1,1,1,
5f936f04-f205-44ae-ab44-7d7a43aadc21,8613,Sushi X Express - Cần Thơ 82,"530 Trần Hưng Đạo, Thanh Khê, Cần Thơ",02928911618,10:30,21:00,0,1,1,
