RegionID,RegionName
238,Đông Nam Xã 836
239,Trung Tâm Huyện 797
240,Trung Tâm Quận 13
241,Miền Nam Xã 316
242,Đông Bắc Phía 238
243,Bắc Huyện 969
244,Đông Nam Thành phố 814
245,Trung Tâm Xã 675
246,Tây Bắc Khu 596
247,Tây Nam Quận 247
248,Đông Bắc Phường 655
249,Tây Nam Vùng 958
250,Tây Bắc Phía 732
251,Đông Nam Địa phận 514
252,Miền Trung Thành phố 33
253,Nam Khu 24
254,Miền Nam Thành phố 928
255,Miền Trung Vùng 886
256,Đông Bắc Phường 43
257,Miền Bắc Khu 454
258,Đông Nam Xã 12
259,Miền Bắc Xã 446
260,Bắc Thành phố 979
261,Đông Bắc Địa phận 249
262,Bắc Thành phố 211
263,Đông Nam Phía 646
264,Đông Nam Quận 280
265,Nam Khu 11
266,Miền Bắc Huyện 754
267,Miền Trung Huyện 280
268,Tây Nam Địa phận 679
269,Nam Quận 924
270,Tây Bắc Phường 277
271,Tây Xã 89
272,Tây Bắc Địa phận 813
273,Miền Bắc Khu 929
274,Đông Phường 839
275,Tây Phường 977
276,Miền Trung Vùng 357
277,Tây Nam Khu 170
278,Miền Trung Xã 748
279,Miền Nam Huyện 622
280,Đông Nam Quận 767
281,Trung Tâm Quận 889
282,Bắc Phía 184
283,Tây Bắc Phường 815
284,Miền Trung Địa phận 434
285,Đông Bắc Địa phận 349
286,Tây Khu vực 606
287,Tây Nam Khu 236
288,Đông Nam Địa phận 536
289,Nam Xã 921
290,Đông Huyện 283
291,Bắc Quận 967
292,Miền Trung Địa phận 402
293,Đông Nam Thành phố 654
294,Miền Bắc Khu 783
295,Đông Quận 22
296,Miền Nam Địa phận 450
297,Tây Bắc Vùng 782
298,Tây Nam Huyện 399
299,Đông Nam Phía 341
300,Tây Xã 35
301,Miền Bắc Huyện 818
302,Đông Nam Xã 752
303,Tây Xã 225
304,Đông Nam Vùng 138
305,Tây Bắc Huyện 879
306,Miền Bắc Xã 400
307,Miền Trung Vùng 572
308,Tây Bắc Xã 805
309,Miền Trung Xã 975
310,Tây Phường 394
311,Nam Quận 207
312,Bắc Huyện 425
313,Tây Nam Xã 82
314,Nam Khu 92
315,Miền Trung Khu vực 255
316,Miền Bắc Khu 813
317,Đông Bắc Xã 682
318,Đông Phường 504
319,Bắc Địa phận 4
320,Miền Nam Huyện 632
321,Đông Bắc Phía 497
322,Đông Huyện 881
323,Miền Nam Khu vực 25
324,Tây Nam Huyện 672
325,Bắc Phường 833
326,Trung Tâm Khu 574
327,Tây Phía 850
328,Đông Bắc Vùng 325
329,Đông Bắc Khu 337
330,Tây Khu vực 783
331,Tây Nam Xã 518
332,Miền Bắc Khu 614
333,Đông Thành phố 604
334,Đông Bắc Vùng 687
335,Miền Bắc Khu 282
336,Miền Nam Phường 658
337,Miền Bắc Địa phận 599
338,Bắc Huyện 21
339,Tây Bắc Vùng 547
340,Đông Nam Phía 411
341,Đông Bắc Địa phận 481
342,Miền Trung Khu vực 119
343,Tây Bắc Khu 361
344,Miền Trung Địa phận 420
345,Miền Trung Địa phận 644
346,Tây Bắc Địa phận 815
347,Nam Địa phận 262
348,Đông Nam Xã 646
349,Đông Khu 683
350,Bắc Địa phận 126
351,Miền Bắc Phía 80
352,Tây Nam Huyện 402
353,Nam Khu 213
354,Bắc Xã 934
355,Bắc Khu vực 600
356,Tây Nam Xã 439
357,Bắc Vùng 788
358,Miền Trung Xã 700
359,Tây Địa phận 322
360,Đông Bắc Khu 216
361,Miền Trung Phường 549
362,Đông Quận 298
363,Đông Thành phố 873
364,Tây Địa phận 694
365,Bắc Địa phận 376
366,Trung Tâm Vùng 181
367,Đông Xã 627
368,Trung Tâm Phía 62
369,Miền Bắc Huyện 291
370,Đông Bắc Huyện 9
371,Tây Bắc Phía 877
372,Tây Khu 145
373,Đông Nam Thành phố 723
374,Đông Nam Quận 125
375,Đông Phía 367
376,Tây Nam Khu 919
377,Đông Bắc Địa phận 298
378,Trung Tâm Phường 24
379,Đông Bắc Thành phố 986
380,Đông Huyện 740
381,Đông Bắc Phường 384
382,Miền Bắc Khu vực 565
383,Miền Trung Phường 131
384,Nam Quận 501
385,Đông Khu vực 969
386,Đông Nam Quận 244
387,Tây Nam Phía 139
388,Đông Bắc Xã 501
389,Miền Trung Khu 169
390,Miền Trung Khu vực 219
391,Tây Quận 191
392,Đông Nam Quận 37
393,Đông Bắc Phía 260
394,Tây Nam Khu vực 940
395,Trung Tâm Phường 764
396,Đông Nam Xã 111
397,Tây Huyện 805
398,Miền Trung Thành phố 879
399,Tây Nam Quận 559
400,Đông Nam Vùng 651
401,Đông Khu vực 483
402,Bắc Quận 171
403,Tây Bắc Khu 977
404,Tây Địa phận 245
405,Đông Huyện 534
406,Tây Phường 61
407,Bắc Thành phố 783
408,Đông Nam Phía 270
409,Bắc Thành phố 759
410,Trung Tâm Thành phố 429
411,Đông Nam Huyện 136
412,Nam Xã 621
413,Đông Khu vực 196
414,Bắc Khu 893
415,Tây Bắc Khu 772
416,Tây Bắc Địa phận 719
417,Miền Trung Khu vực 217
418,Trung Tâm Địa phận 709
419,Miền Bắc Huyện 611
420,Miền Bắc Khu vực 6
421,Đông Bắc Thành phố 66
422,Đông Nam Phía 220
423,Đông Nam Khu 17
424,Miền Bắc Quận 804
425,Nam Xã 466
426,Trung Tâm Khu vực 605
427,Đông Nam Khu vực 379
428,Đông Nam Phường 440
429,Miền Bắc Vùng 889
430,Trung Tâm Xã 182
431,Miền Trung Địa phận 136
432,Nam Khu vực 186
433,Đông Nam Phường 485
434,Tây Bắc Vùng 517
435,Đông Nam Thành phố 183
436,Bắc Thành phố 492
437,Miền Bắc Khu vực 853
438,Bắc Phường 548
439,Miền Trung Phía 521
440,Tây Huyện 484
441,Tây Bắc Quận 211
442,Đông Xã 818
443,Bắc Xã 820
444,Đông Bắc Huyện 171
445,Đông Huyện 496
446,Tây Bắc Phường 916
447,Nam Địa phận 298
448,Tây Nam Thành phố 548
449,Tây Nam Phía 61
450,Miền Trung Phía 76
451,Tây Quận 210
452,Tây Nam Xã 400
453,Tây Bắc Thành phố 724
454,Trung Tâm Khu vực 961
455,Đông Bắc Phía 998
456,Tây Phía 593
457,Miền Trung Phía 222
458,Miền Nam Quận 530
459,Miền Bắc Thành phố 691
460,Tây Bắc Huyện 485
461,Đông Huyện 88
462,Miền Bắc Vùng 974
463,Miền Bắc Quận 482
464,Trung Tâm Huyện 615
465,Đông Bắc Huyện 353
466,Miền Bắc Khu 989
467,Nam Vùng 868
468,Tây Nam Phía 256
469,Đông Thành phố 791
470,Đông Địa phận 933
471,Trung Tâm Xã 374
472,Tây Quận 560
473,Đông Nam Khu 978
474,Đông Xã 937
475,Nam Địa phận 958
476,Nam Thành phố 983
477,Đông Nam Địa phận 722
478,Đông Huyện 456
479,Miền Trung Phường 774
480,Tây Huyện 301
481,Tây Nam Phường 431
482,Đông Bắc Khu vực 593
483,Miền Trung Quận 695
484,Miền Trung Phía 95
485,Đông Thành phố 769
486,Đông Nam Huyện 256
487,Miền Nam Huyện 831
488,Đông Bắc Thành phố 355
489,Tây Nam Vùng 84
490,Tây Nam Khu 401
491,Tây Bắc Khu 670
492,Trung Tâm Vùng 122
493,Miền Bắc Xã 728
494,Tây Nam Huyện 61
495,Đông Phường 81
496,Đông Khu 534
497,Đông Bắc Khu 258
498,Đông Nam Quận 309
499,Đông Nam Xã 478
500,Tây Nam Khu 748
501,Miền Bắc Phường 653
502,Tây Nam Quận 616
503,Bắc Xã 69
504,Miền Trung Phía 321
505,Trung Tâm Vùng 682
506,Trung Tâm Phường 349
507,Đông Nam Vùng 925
508,Nam Phường 677
509,Bắc Xã 402
510,Tây Bắc Địa phận 694
511,Nam Phía 882
512,Tây Nam Vùng 790
513,Miền Bắc Khu 963
514,Đông Nam Huyện 343
515,Bắc Huyện 975
516,Miền Nam Vùng 830
517,Tây Nam Địa phận 314
518,Bắc Địa phận 396
519,Đông Nam Huyện 713
520,Đông Bắc Phường 518
521,Miền Bắc Vùng 852
522,Đông Nam Phường 829
523,Miền Trung Vùng 106
524,Miền Bắc Phía 226
525,Nam Phường 571
526,Đông Nam Khu vực 930
527,Đông Nam Huyện 273
528,Đông Khu vực 792
529,Bắc Vùng 992
530,Miền Nam Địa phận 785
531,Tây Xã 381
532,Miền Bắc Quận 147
533,Tây Nam Thành phố 491
534,Bắc Phía 692
535,Miền Trung Địa phận 616
536,Trung Tâm Địa phận 41
537,Tây Quận 24
538,Miền Bắc Huyện 919
539,Đông Nam Thành phố 500
540,Trung Tâm Địa phận 653
541,Tây Bắc Xã 717
542,Nam Vùng 126
543,Miền Trung Phía 747
544,Tây Khu vực 287
545,Tây Bắc Khu vực 301
546,Tây Nam Vùng 200
547,Đông Xã 646
548,Tây Bắc Vùng 109
549,Tây Phía 887
550,Miền Bắc Vùng 684
551,Đông Huyện 582
552,Tây Nam Xã 72
553,Tây Xã 720
554,Miền Trung Khu vực 425
555,Đông Khu 434
556,Nam Phía 524
557,Miền Nam Khu vực 813
558,Trung Tâm Thành phố 457
559,Tây Nam Khu 3
560,Bắc Huyện 350
561,Bắc Khu vực 262
562,Tây Nam Phường 375
563,Đông Bắc Phía 421
564,Miền Trung Vùng 180
565,Miền Trung Địa phận 294
566,Đông Nam Khu vực 364
567,Miền Bắc Khu vực 833
568,Trung Tâm Khu 291
569,Đông Nam Khu 887
570,Trung Tâm Phường 950
571,Miền Trung Khu vực 412
572,Đông Bắc Khu vực 605
573,Miền Nam Vùng 518
574,Tây Quận 492
575,Nam Phía 314
576,Miền Trung Phía 868
577,Đông Bắc Vùng 334
578,Đông Vùng 319
579,Miền Nam Thành phố 820
580,Tây Quận 760
581,Miền Nam Phường 643
582,Tây Nam Phường 795
583,Tây Vùng 962
584,Nam Phía 878
585,Đông Quận 84
586,Tây Bắc Phía 600
587,Tây Khu 673
588,Miền Bắc Quận 308
589,Bắc Phường 346
590,Đông Nam Phía 929
591,Đông Địa phận 849
592,Bắc Quận 508
593,Đông Nam Phía 280
594,Nam Quận 651
595,Trung Tâm Khu 444
596,Tây Nam Khu vực 256
597,Trung Tâm Huyện 540
598,Tây Bắc Huyện 542
599,Nam Quận 184
600,Đông Bắc Quận 585
601,Tây Bắc Huyện 435
602,Tây Bắc Địa phận 320
603,Đông Vùng 790
604,Trung Tâm Xã 687
605,Miền Trung Địa phận 364
606,Miền Nam Huyện 330
607,Tây Khu 61
608,Miền Bắc Vùng 564
609,Miền Bắc Vùng 137
610,Nam Huyện 490
611,Bắc Xã 962
612,Miền Trung Phường 14
613,Bắc Xã 595
614,Miền Bắc Khu 703
615,Miền Trung Quận 580
616,Miền Trung Quận 571
617,Miền Bắc Khu vực 843
618,Trung Tâm Phường 403
619,Đông Nam Thành phố 685
620,Đông Quận 992
621,Tây Nam Khu vực 228
622,Đông Bắc Huyện 845
623,Đông Khu 492
624,Bắc Huyện 157
625,Đông Khu vực 24
626,Miền Trung Địa phận 982
627,Miền Nam Xã 266
628,Tây Nam Địa phận 435
629,Đông Phường 116
630,Trung Tâm Phường 159
631,Tây Nam Xã 58
632,Tây Bắc Địa phận 569
633,Trung Tâm Khu vực 652
634,Nam Thành phố 59
635,Đông Bắc Vùng 43
636,Đông Phường 850
637,Bắc Thành phố 101
638,Miền Trung Vùng 827
639,Đông Xã 787
640,Bắc Phường 607
641,Tây Quận 954
642,Tây Bắc Thành phố 314
643,Đông Nam Xã 827
644,Nam Xã 600
645,Tây Địa phận 327
646,Miền Bắc Phía 268
647,Tây Nam Quận 380
648,Đông Nam Huyện 737
649,Tây Phía 820
650,Miền Nam Vùng 557
651,Nam Xã 766
652,Trung Tâm Địa phận 424
653,Đông Bắc Xã 904
654,Nam Địa phận 405
655,Nam Phường 695
656,Tây Huyện 814
657,Miền Nam Phía 484
658,Tây Bắc Địa phận 250
659,Đông Nam Thành phố 208
660,Miền Bắc Vùng 252
661,Đông Phường 129
662,Miền Nam Phường 331
663,Trung Tâm Khu 592
664,Trung Tâm Địa phận 206
665,Miền Trung Phường 989
666,Miền Trung Xã 901
667,Trung Tâm Khu 639
668,Tây Nam Khu vực 865
669,Đông Phía 687
670,Trung Tâm Địa phận 230
671,Tây Bắc Khu vực 337
672,Tây Bắc Quận 302
673,Nam Khu 586
674,Miền Nam Phường 499
675,Bắc Thành phố 377
676,Đông Nam Phường 148
677,Tây Nam Khu 200
678,Miền Bắc Quận 379
679,Trung Tâm Khu 258
680,Tây Bắc Địa phận 817
681,Bắc Vùng 647
682,Đông Nam Phường 321
683,Đông Địa phận 159
684,Tây Bắc Địa phận 204
685,Miền Nam Vùng 813
686,Trung Tâm Thành phố 678
687,Nam Phía 820
688,Miền Trung Khu 931
689,Tây Nam Phường 995
690,Đông Nam Địa phận 552
691,Nam Vùng 341
692,Nam Phường 544
693,Tây Bắc Khu vực 13
694,Trung Tâm Huyện 835
695,Nam Huyện 920
696,Miền Bắc Địa phận 938
697,Trung Tâm Vùng 141
698,Trung Tâm Khu vực 80
699,Bắc Phía 621
700,Trung Tâm Vùng 496
701,Tây Phường 441
702,Trung Tâm Phía 289
703,Miền Nam Địa phận 777
704,Miền Nam Xã 717
705,Tây Nam Vùng 487
706,Bắc Quận 521
707,Miền Trung Vùng 922
708,Nam Xã 411
709,Đông Bắc Khu vực 462
710,Nam Phường 366
711,Đông Nam Khu 588
712,Nam Phường 946
713,Miền Trung Vùng 279
714,Tây Bắc Vùng 285
715,Miền Trung Khu 103
716,Nam Quận 185
717,Trung Tâm Địa phận 665
718,Trung Tâm Vùng 273
719,Tây Bắc Phía 872
720,Đông Bắc Vùng 510
721,Miền Nam Thành phố 584
722,Đông Nam Phía 93
723,Bắc Huyện 753
724,Đông Phía 296
725,Miền Nam Quận 276
726,Trung Tâm Phía 602
727,Tây Nam Khu vực 417
728,Trung Tâm Vùng 390
729,Tây Nam Huyện 288
730,Đông Nam Vùng 732
731,Tây Nam Địa phận 671
732,Miền Bắc Địa phận 501
733,Tây Thành phố 300
734,Tây Khu vực 672
735,Đông Huyện 654
736,Bắc Thành phố 837
737,Tây Huyện 351
738,Trung Tâm Xã 240
739,Miền Bắc Phường 95
740,Tây Bắc Phía 55
741,Miền Nam Huyện 393
742,Tây Bắc Phía 901
743,Đông Nam Huyện 741
744,Bắc Phường 722
745,Đông Nam Xã 440
746,Tây Nam Huyện 287
747,Nam Khu 990
748,Miền Trung Huyện 34
749,Tây Bắc Phường 696
750,Tây Bắc Phía 448
751,Miền Bắc Địa phận 227
752,Miền Nam Xã 546
753,Miền Bắc Quận 1
754,Đông Nam Khu vực 695
755,Trung Tâm Phía 923
756,Miền Trung Thành phố 112
757,Miền Nam Địa phận 952
758,Tây Nam Quận 327
759,Tây Nam Phường 755
760,Tây Nam Thành phố 175
761,Tây Bắc Phía 704
762,Nam Vùng 649
763,Nam Xã 725
764,Đông Nam Thành phố 940
765,Bắc Địa phận 435
766,Miền Nam Phường 578
767,Tây Nam Thành phố 366
768,Miền Bắc Địa phận 5
769,Đông Bắc Vùng 630
770,Tây Nam Phường 613
771,Nam Phía 161
772,Miền Trung Quận 242
773,Đông Khu 707
774,Tây Nam Khu vực 498
775,Miền Bắc Khu vực 495
776,Tây Nam Phường 729
777,Bắc Vùng 655
778,Đông Thành phố 294
779,Đông Xã 679
780,Miền Trung Quận 641
781,Đông Nam Khu 253
782,Miền Nam Xã 808
783,Trung Tâm Khu vực 88
784,Đông Bắc Quận 800
785,Tây Nam Quận 674
786,Tây Thành phố 791
787,Tây Vùng 704
788,Miền Nam Khu vực 949
789,Miền Trung Xã 409
790,Trung Tâm Khu 109
791,Miền Trung Địa phận 531
792,Miền Bắc Phường 495
793,Đông Phía 160
794,Nam Xã 376
795,Miền Nam Thành phố 653
796,Tây Phía 585
797,Miền Bắc Phường 375
798,Đông Nam Huyện 258
799,Nam Phía 809
800,Bắc Địa phận 117
801,Tây Nam Quận 971
802,Tây Bắc Huyện 316
803,Miền Bắc Khu 243
804,Miền Bắc Quận 231
805,Tây Nam Khu vực 140
806,Đông Bắc Vùng 732
807,Tây Nam Phường 890
808,Bắc Phường 67
809,Tây Nam Quận 55
810,Trung Tâm Vùng 133
811,Bắc Huyện 957
812,Miền Bắc Phường 38
813,Miền Trung Địa phận 816
814,Đông Bắc Khu vực 229
815,Bắc Vùng 412
816,Trung Tâm Khu 487
817,Miền Nam Thành phố 492
818,Trung Tâm Khu 954
819,Bắc Thành phố 518
820,Miền Trung Khu vực 328
821,Miền Trung Địa phận 204
822,Đông Bắc Phía 95
823,Miền Bắc Xã 366
824,Đông Vùng 974
825,Miền Trung Phía 785
826,Nam Huyện 595
827,Miền Trung Quận 207
828,Tây Bắc Khu 406
829,Trung Tâm Phía 307
830,Miền Nam Phía 111
831,Trung Tâm Địa phận 795
832,Đông Xã 832
833,Trung Tâm Địa phận 737
834,Đông Nam Thành phố 810
835,Bắc Xã 312
836,Miền Trung Huyện 834
837,Miền Bắc Xã 129
838,Đông Nam Phía 431
839,Đông Nam Khu vực 160
840,Tây Bắc Vùng 631
841,Miền Nam Vùng 608
842,Nam Quận 92
843,Tây Bắc Phía 456
844,Miền Nam Xã 677
845,Tây Bắc Xã 998
846,Tây Địa phận 218
847,Đông Phía 234
848,Bắc Khu vực 106
849,Đông Bắc Huyện 334
850,Đông Nam Vùng 142
851,Tây Vùng 799
852,Tây Nam Khu 179
853,Tây Bắc Phường 169
854,Bắc Khu vực 473
855,Đông Phía 729
856,Miền Trung Huyện 64
857,Đông Bắc Khu vực 982
858,Bắc Vùng 102
859,Miền Bắc Khu 102
860,Đông Phía 649
861,Miền Bắc Khu 211
862,Đông Bắc Quận 664
863,Miền Nam Khu vực 225
864,Bắc Phường 193
865,Nam Xã 974
866,Tây Nam Huyện 39
867,Miền Nam Khu vực 170
868,Miền Bắc Khu 807
869,Nam Xã 828
870,Bắc Quận 323
871,Đông Phường 112
872,Tây Nam Phường 704
873,Tây Phía 835
874,Miền Nam Phía 856
875,Miền Bắc Địa phận 816
876,Đông Khu vực 381
877,Đông Nam Huyện 374
878,Đông Nam Vùng 356
879,Miền Trung Khu vực 737
880,Miền Bắc Thành phố 201
881,Tây Nam Phường 875
882,Nam Vùng 461
883,Miền Bắc Khu vực 530
884,Tây Nam Phường 807
885,Miền Bắc Khu vực 946
886,Miền Bắc Phía 211
887,Miền Bắc Xã 378
888,Miền Nam Huyện 292
889,Bắc Huyện 107
890,Nam Xã 852
891,Tây Xã 582
892,Bắc Phía 803
893,Tây Vùng 410
894,Miền Bắc Quận 551
895,Miền Bắc Phía 487
896,Đông Nam Khu vực 575
897,Nam Địa phận 666
898,Đông Nam Vùng 876
899,Bắc Phía 653
900,Đông Nam Vùng 606
901,Miền Nam Khu 180
902,Miền Trung Địa phận 124
903,Tây Nam Xã 565
904,Miền Bắc Khu vực 13
905,Miền Bắc Xã 289
906,Tây Nam Địa phận 24
907,Đông Nam Huyện 883
908,Tây Nam Khu 741
909,Trung Tâm Khu vực 265
910,Miền Nam Huyện 92
911,Miền Bắc Phường 944
912,Trung Tâm Phường 840
913,Miền Trung Xã 587
914,Đông Khu vực 349
915,Đông Phía 241
916,Miền Trung Phường 668
917,Tây Nam Vùng 726
918,Nam Vùng 942
919,Miền Nam Thành phố 811
920,Đông Bắc Vùng 353
921,Trung Tâm Phía 94
922,Tây Bắc Thành phố 916
923,Đông Bắc Xã 263
924,Đông Nam Vùng 79
925,Nam Vùng 162
926,Trung Tâm Xã 685
927,Tây Phường 561
928,Bắc Địa phận 754
929,Miền Nam Huyện 335
930,Đông Nam Phường 998
931,Trung Tâm Khu vực 389
932,Đông Nam Khu 810
933,Trung Tâm Vùng 345
934,Trung Tâm Vùng 661
935,Đông Xã 806
936,Tây Phía 107
937,Tây Bắc Thành phố 169
938,Tây Bắc Xã 547
939,Đông Xã 408
940,Tây Bắc Khu vực 552
941,Miền Bắc Khu 139
942,Nam Khu 283
943,Đông Nam Huyện 609
944,Miền Nam Khu vực 362
945,Trung Tâm Khu 26
946,Bắc Phía 31
947,Miền Bắc Thành phố 266
948,Tây Khu vực 699
949,Tây Nam Thành phố 529
950,Đông Nam Địa phận 168
951,Miền Nam Địa phận 49
952,Miền Trung Huyện 307
953,Đông Bắc Khu 365
954,Trung Tâm Địa phận 595
955,Đông Nam Vùng 343
956,Miền Trung Phía 164
957,Đông Khu vực 162
958,Tây Nam Vùng 809
959,Miền Nam Thành phố 914
960,Tây Nam Quận 932
961,Tây Nam Huyện 928
962,Tây Nam Huyện 444
963,Bắc Quận 850
964,Tây Bắc Khu 860
965,Đông Nam Huyện 522
966,Tây Nam Thành phố 291
967,Miền Bắc Phía 532
968,Miền Bắc Phường 704
969,Miền Bắc Khu 453
970,Bắc Huyện 781
971,Tây Nam Phường 909
972,Miền Trung Khu 47
973,Tây Nam Địa phận 894
974,Tây Bắc Khu 457
975,Tây Xã 545
976,Đông Nam Phía 43
977,Miền Trung Phía 151
978,Tây Nam Quận 297
979,Miền Trung Khu vực 121
980,Miền Bắc Xã 609
981,Tây Xã 969
982,Bắc Phía 630
