HistoryID,CardID,StatusChangeDate,PreviousCardType,NewCardType,SpendingDuringPeriod
97,CARD_ff21af36,2023-07-03,MEMBERSHIP,SILVER,6137643.64
98,CARD_ff21af36,2023-10-01,SILVER,GOLD,5304155.34
99,CARD_e1a39079,2024-10-27,MEMBERSHIP,SILVER,5636069.75
100,CARD_1d07badd,2024-10-06,MEMBERSHIP,SILVER,4545246.02
101,CARD_08c428f3,2024-04-20,MEMBERSHIP,SILVER,9972981.74
102,CARD_08c428f3,2024-07-19,SILVER,GOLD,3892058.85
103,CARD_08c428f3,2024-10-17,GOLD,SILVER,6821261.98
104,CARD_32256b22,2023-09-19,MEMBERSHIP,SILVER,2999110.4
105,CARD_1d82d386,2024-02-28,MEMBERSHIP,SILVER,2223231.92
106,CARD_2cd9d128,2024-06-05,MEMBERSHIP,GOLD,9519040.14
107,CARD_2970b4a8,2023-10-26,MEMBERSHIP,SILVER,3254415.72
108,CARD_87f97fa3,2024-07-15,MEMBERSHIP,SILVER,2043563.42
109,CARD_e5a8658d,2024-09-12,MEMBERSHIP,SILVER,3659460.7
110,CARD_999143b4,2023-08-25,MEMBERSHIP,SILVER,5851837.23
111,CARD_999143b4,2024-02-21,SILVER,GOLD,8073029.76
112,CARD_999143b4,2024-05-21,GOLD,SILVER,523277.36
113,CARD_5ebde42b,2024-01-09,MEMBERSHIP,SILVER,1964496.54
114,CARD_6a3529d6,2024-05-05,MEMBERSHIP,SILVER,2076833.23
115,CARD_9cc289fd,2023-09-01,MEMBERSHIP,SILVER,6897579.32
116,CARD_9cc289fd,2023-11-30,SILVER,GOLD,5759777.37
117,CARD_a5607dde,2024-06-20,MEMBERSHIP,SILVER,3491723.88
118,CARD_ca0f8498,2023-11-10,MEMBERSHIP,SILVER,1813047.08
119,CARD_ca0f8498,2024-05-08,SILVER,GOLD,4483036.22
120,CARD_36d367f3,2024-10-18,MEMBERSHIP,SILVER,8573206.18
121,CARD_6d813252,2024-07-17,MEMBERSHIP,SILVER,5534527.69
122,CARD_380de802,2024-11-20,MEMBERSHIP,SILVER,1306094.97
123,CARD_c11f641e,2024-05-03,MEMBERSHIP,GOLD,7778829.59
124,CARD_7d98f27b,2024-02-02,MEMBERSHIP,SILVER,5766487.09
125,CARD_7d98f27b,2024-07-31,SILVER,GOLD,4016245.02
126,CARD_e079580a,2024-06-12,MEMBERSHIP,SILVER,4593141.38
127,CARD_376e9642,2024-11-26,MEMBERSHIP,SILVER,5771217.12
128,CARD_0b127de4,2023-04-23,MEMBERSHIP,SILVER,3010986.57
129,CARD_0b127de4,2023-07-22,SILVER,GOLD,3280838.63
130,CARD_61dd84c3,2024-08-06,MEMBERSHIP,SILVER,8408333.22
131,CARD_61dd84c3,2024-11-04,SILVER,GOLD,4541772.57
132,CARD_10170959,2024-12-28,MEMBERSHIP,SILVER,2486418.94
133,CARD_11e72314,2024-12-17,MEMBERSHIP,SILVER,5942978.83
134,CARD_88d524a0,2024-01-18,MEMBERSHIP,GOLD,8385850.11
135,CARD_88d524a0,2024-07-16,GOLD,SILVER,5595099.28
136,CARD_550ee1e4,2023-03-30,MEMBERSHIP,SILVER,9346318.09
137,CARD_550ee1e4,2023-06-28,SILVER,GOLD,10284607.78
138,CARD_e89f67e1,2023-09-19,MEMBERSHIP,SILVER,3513896.07
139,CARD_dc9d1524,2024-07-21,MEMBERSHIP,SILVER,4703569.98
140,CARD_5c62b87a,2024-09-11,MEMBERSHIP,SILVER,3170651.34
141,CARD_9b0a4b4c,2023-04-21,MEMBERSHIP,SILVER,7423376.56
142,CARD_9b0a4b4c,2023-10-18,SILVER,GOLD,3284634.27
143,CARD_fc6a620b,2024-12-27,MEMBERSHIP,SILVER,3931073.06
144,CARD_9c083018,2024-03-09,MEMBERSHIP,SILVER,2020122.9
145,CARD_32de1b89,2024-10-02,MEMBERSHIP,SILVER,3295971.42
146,CARD_d6e9dad5,2024-03-20,MEMBERSHIP,SILVER,2935905.97
147,CARD_698ed9e5,2024-07-12,MEMBERSHIP,GOLD,6359011.46
148,CARD_698ed9e5,2024-10-10,GOLD,SILVER,9784844.37
149,CARD_1700fd22,2024-12-11,MEMBERSHIP,SILVER,4521988.86
150,CARD_d496e624,2024-07-11,MEMBERSHIP,SILVER,1039848.77
151,CARD_a1746484,2024-08-25,MEMBERSHIP,SILVER,2280629.18
152,CARD_06c8bf8a,2023-09-13,MEMBERSHIP,SILVER,3176325.18
153,CARD_06c8bf8a,2024-03-11,SILVER,GOLD,4102627.59
154,CARD_4a389acc,2023-07-01,MEMBERSHIP,SILVER,4129419.0
155,CARD_4a389acc,2023-09-29,SILVER,GOLD,7507306.86
156,CARD_14adad57,2023-10-31,MEMBERSHIP,SILVER,378103.57
157,CARD_2cacbf88,2023-12-31,MEMBERSHIP,SILVER,4608009.96
158,CARD_2cacbf88,2024-03-30,SILVER,GOLD,4610814.73
159,CARD_f6ad9eea,2023-10-09,MEMBERSHIP,SILVER,7514807.49
160,CARD_f6ad9eea,2024-01-07,SILVER,GOLD,5241758.75
161,CARD_f6ad9eea,2024-04-06,GOLD,SILVER,4145089.49
162,CARD_f6ad9eea,2024-07-05,SILVER,GOLD,6575824.55
163,CARD_a4941eef,2023-11-23,MEMBERSHIP,SILVER,3810176.93
164,CARD_7a8a45e3,2024-11-19,MEMBERSHIP,SILVER,6217193.98
165,CARD_44274d12,2023-05-11,MEMBERSHIP,SILVER,6959938.6
166,CARD_44274d12,2023-08-09,SILVER,GOLD,7974767.77
167,CARD_9a39722f,2024-02-04,MEMBERSHIP,SILVER,376418.88
168,CARD_f9c4634e,2024-09-07,MEMBERSHIP,SILVER,846694.37
169,CARD_f9c4634e,2024-12-06,SILVER,GOLD,5147509.63
170,CARD_94801cab,2023-09-16,MEMBERSHIP,SILVER,2027743.57
171,CARD_94801cab,2023-12-15,SILVER,GOLD,3049201.64
172,CARD_79ab6294,2023-09-07,MEMBERSHIP,SILVER,4882482.11
173,CARD_79ab6294,2024-03-05,SILVER,GOLD,3788255.58
174,CARD_364c0a49,2024-02-25,MEMBERSHIP,GOLD,8116878.07
175,CARD_18a2dafd,2023-09-01,MEMBERSHIP,SILVER,8522232.87
176,CARD_18a2dafd,2024-02-28,SILVER,GOLD,3181060.85
177,CARD_4000d54e,2023-12-25,MEMBERSHIP,SILVER,5681180.43
178,CARD_4000d54e,2024-03-24,SILVER,GOLD,8273666.66
179,CARD_6ec6ec15,2024-11-13,MEMBERSHIP,SILVER,6064856.88
180,CARD_e01fdaf6,2024-08-10,MEMBERSHIP,SILVER,3863243.29
181,CARD_18f3a7e6,2023-11-19,MEMBERSHIP,SILVER,4597035.17
182,CARD_18f3a7e6,2024-05-17,SILVER,GOLD,1562939.04
183,CARD_2b2cb095,2023-04-03,MEMBERSHIP,SILVER,7861892.16
184,CARD_2b2cb095,2023-09-30,SILVER,GOLD,4055004.24
185,CARD_9b1c993f,2024-01-07,MEMBERSHIP,SILVER,6557983.91
186,CARD_9b1c993f,2024-10-03,SILVER,GOLD,1981005.67
187,CARD_c8edd629,2023-11-14,MEMBERSHIP,SILVER,1392834.24
188,CARD_c8edd629,2024-02-12,SILVER,GOLD,7270192.1
189,CARD_419ce4e5,2023-04-22,MEMBERSHIP,SILVER,5248113.68
190,CARD_419ce4e5,2023-10-19,SILVER,GOLD,7883719.87
191,CARD_724d33a2,2023-04-21,MEMBERSHIP,SILVER,6404799.46
192,CARD_724d33a2,2023-10-18,SILVER,GOLD,9826736.11
193,CARD_593f8887,2023-03-08,MEMBERSHIP,SILVER,6820274.75
194,CARD_593f8887,2023-09-04,SILVER,GOLD,1608513.8
195,CARD_b19fb105,2023-05-01,MEMBERSHIP,SILVER,2727270.33
196,CARD_659c165b,2024-06-14,MEMBERSHIP,SILVER,3688959.65
197,CARD_659c165b,2024-09-12,SILVER,GOLD,4251141.5
198,CARD_95e6b10b,2023-06-22,MEMBERSHIP,SILVER,8573993.48
199,CARD_95e6b10b,2023-09-20,SILVER,GOLD,1574093.04
200,CARD_b0c9c067,2023-11-28,MEMBERSHIP,SILVER,2207193.1
201,CARD_ae263d89,2023-05-11,MEMBERSHIP,SILVER,6262617.92
202,CARD_ae263d89,2023-11-07,SILVER,GOLD,3773751.72
203,CARD_e2f5aab7,2024-05-23,MEMBERSHIP,SILVER,8738724.33
204,CARD_e2f5aab7,2024-11-19,SILVER,GOLD,1927160.87
205,CARD_ec003f19,2024-12-24,MEMBERSHIP,SILVER,3599379.05
206,CARD_7a73275a,2024-05-05,MEMBERSHIP,SILVER,3209623.17
207,CARD_2245b4c3,2023-03-20,MEMBERSHIP,SILVER,8119496.47
208,CARD_2245b4c3,2023-06-18,SILVER,GOLD,5664773.94
209,CARD_2245b4c3,2023-09-16,GOLD,SILVER,114232.73
210,CARD_2245b4c3,2023-12-15,SILVER,GOLD,5835795.51
211,CARD_e583f96a,2023-01-04,MEMBERSHIP,SILVER,6150584.52
212,CARD_e583f96a,2023-04-04,SILVER,GOLD,3869566.74
213,CARD_259c9c47,2023-08-31,MEMBERSHIP,SILVER,8364670.8
214,CARD_259c9c47,2024-05-27,SILVER,GOLD,5580612.06
215,CARD_61cbb5f3,2023-07-31,MEMBERSHIP,SILVER,7036388.93
216,CARD_61cbb5f3,2023-10-29,SILVER,GOLD,6221993.48
217,CARD_7c083208,2023-11-07,MEMBERSHIP,SILVER,6813159.18
218,CARD_7c083208,2024-02-05,SILVER,GOLD,2292608.57
219,CARD_efc2b390,2024-12-17,MEMBERSHIP,SILVER,8298188.88
220,CARD_1c91ed5f,2023-03-14,MEMBERSHIP,SILVER,6699285.9
221,CARD_1c91ed5f,2023-06-12,SILVER,GOLD,6835607.48
222,CARD_44137d03,2023-12-29,MEMBERSHIP,SILVER,2982077.42
223,CARD_8882c91e,2024-06-12,MEMBERSHIP,SILVER,3284889.51
224,CARD_3cc70b31,2024-06-08,MEMBERSHIP,SILVER,3477096.72
225,CARD_3cc70b31,2024-09-06,SILVER,GOLD,4286605.18
226,CARD_72431de3,2024-10-23,MEMBERSHIP,SILVER,1985704.39
227,CARD_63bfaab3,2024-04-11,MEMBERSHIP,SILVER,3218565.73
228,CARD_1bde399d,2023-09-05,MEMBERSHIP,SILVER,5335313.67
229,CARD_f2c945f9,2023-12-29,MEMBERSHIP,SILVER,1899120.41
230,CARD_ab5c3386,2023-10-30,MEMBERSHIP,SILVER,4234906.95
231,CARD_ab5c3386,2024-01-28,SILVER,GOLD,4803314.13
232,CARD_e583cd59,2024-09-17,MEMBERSHIP,SILVER,1142025.73
233,CARD_a0c072d9,2024-03-19,MEMBERSHIP,SILVER,4794589.9
234,CARD_da50ca58,2023-10-25,MEMBERSHIP,SILVER,3489193.77
235,CARD_da50ca58,2024-01-23,SILVER,GOLD,4792034.89
236,CARD_da50ca58,2024-04-22,GOLD,SILVER,2437648.56
237,CARD_02ec838b,2023-11-30,MEMBERSHIP,SILVER,1906542.39
238,CARD_55b33e7b,2023-02-13,MEMBERSHIP,SILVER,6401311.86
239,CARD_55b33e7b,2023-05-14,SILVER,GOLD,3613746.0
240,CARD_7775b5ae,2024-07-24,MEMBERSHIP,SILVER,3387213.54
241,CARD_9bd89f13,2023-07-15,MEMBERSHIP,SILVER,9156705.56
242,CARD_8c3317e6,2023-04-24,MEMBERSHIP,SILVER,5356735.87
243,CARD_8c3317e6,2023-10-21,SILVER,GOLD,4196524.79
244,CARD_8c3317e6,2024-01-19,GOLD,SILVER,4539433.65
245,CARD_64ec164c,2023-12-14,MEMBERSHIP,SILVER,9372159.64
246,CARD_64ec164c,2024-03-13,SILVER,GOLD,4558029.6
247,CARD_64ec164c,2024-06-11,GOLD,SILVER,9648503.65
248,CARD_64ec164c,2024-09-09,SILVER,GOLD,5500420.03
249,CARD_a064e8a6,2023-11-16,MEMBERSHIP,SILVER,2371191.0
250,CARD_719eb99b,2024-02-23,MEMBERSHIP,SILVER,6001751.1
251,CARD_719eb99b,2024-08-21,SILVER,GOLD,3855664.83
252,CARD_13e9c819,2023-04-10,MEMBERSHIP,SILVER,3153552.82
253,CARD_13e9c819,2023-07-09,SILVER,GOLD,5030056.5
254,CARD_5def6aea,2024-10-20,MEMBERSHIP,SILVER,5819271.59
255,CARD_0b425ad5,2023-04-08,MEMBERSHIP,SILVER,6786977.64
256,CARD_0b425ad5,2023-07-07,SILVER,GOLD,7648902.5
257,CARD_0b425ad5,2023-10-05,GOLD,SILVER,153449.55
258,CARD_db0eed2f,2023-11-18,MEMBERSHIP,SILVER,9518654.97
259,CARD_db0eed2f,2024-02-16,SILVER,GOLD,4336683.56
260,CARD_db0eed2f,2024-05-16,GOLD,SILVER,6451671.06
261,CARD_610e3cd3,2024-12-10,MEMBERSHIP,SILVER,4108476.19
262,CARD_c2012054,2024-06-11,MEMBERSHIP,SILVER,7965656.4
263,CARD_c2012054,2024-12-08,SILVER,GOLD,4378932.01
264,CARD_c6b59c97,2023-10-27,MEMBERSHIP,SILVER,3422505.74
265,CARD_c6b59c97,2024-01-25,SILVER,GOLD,3111773.97
266,CARD_c6b59c97,2024-04-24,GOLD,SILVER,1507311.61
267,CARD_e79a88d5,2023-07-22,MEMBERSHIP,SILVER,1157231.27
268,CARD_e79a88d5,2024-01-18,SILVER,GOLD,3865973.25
269,CARD_4b271d09,2024-09-23,MEMBERSHIP,SILVER,3253184.18
270,CARD_4b271d09,2024-12-22,SILVER,GOLD,4348552.04
271,CARD_71d73e29,2023-05-01,MEMBERSHIP,SILVER,3938136.21
272,CARD_71d73e29,2023-10-28,SILVER,GOLD,177620.2
273,CARD_c7985326,2024-06-01,MEMBERSHIP,SILVER,4213168.92
274,CARD_c7985326,2024-08-30,SILVER,GOLD,4090656.48
275,CARD_cffc1a91,2024-08-12,MEMBERSHIP,SILVER,4932916.41
276,CARD_cffc1a91,2024-11-10,SILVER,GOLD,1241910.45
277,CARD_8b7e3daa,2024-08-18,MEMBERSHIP,SILVER,5822291.28
278,CARD_8b7e3daa,2024-11-16,SILVER,GOLD,7262071.19
279,CARD_4c9f18aa,2024-03-22,MEMBERSHIP,SILVER,3724731.7
280,CARD_34bbc6ea,2023-05-10,MEMBERSHIP,SILVER,4920974.05
281,CARD_34bbc6ea,2023-08-08,SILVER,GOLD,6606001.64
282,CARD_34bbc6ea,2023-11-06,GOLD,SILVER,8439445.71
283,CARD_7a762279,2023-11-10,MEMBERSHIP,SILVER,6551442.35
284,CARD_310668ad,2024-11-07,MEMBERSHIP,GOLD,9855029.47
285,CARD_7dcaf9c0,2024-11-21,MEMBERSHIP,SILVER,3358685.38
286,CARD_209370f8,2023-06-02,MEMBERSHIP,SILVER,5513633.66
287,CARD_209370f8,2024-02-27,SILVER,GOLD,8688143.38
288,CARD_7b58b9ff,2023-11-09,MEMBERSHIP,SILVER,4741970.36
289,CARD_7b58b9ff,2024-05-07,SILVER,GOLD,4324266.55
290,CARD_2e846cb3,2024-06-03,MEMBERSHIP,SILVER,8896518.51
291,CARD_2e846cb3,2024-09-01,SILVER,GOLD,8378586.81
292,CARD_95fcfce0,2024-09-04,MEMBERSHIP,SILVER,447606.44
293,CARD_ef43115f,2024-01-24,MEMBERSHIP,SILVER,1356521.3
294,CARD_ef43115f,2024-04-23,SILVER,GOLD,9153545.07
295,CARD_ef43115f,2024-07-22,GOLD,SILVER,6349080.99
296,CARD_cd48456a,2024-11-20,MEMBERSHIP,SILVER,6089880.99
297,CARD_d807e19b,2023-07-19,MEMBERSHIP,SILVER,5347689.08
298,CARD_9a63a96e,2024-09-15,MEMBERSHIP,SILVER,7815688.33
299,CARD_9a63a96e,2024-12-14,SILVER,GOLD,5267915.72
300,CARD_fcee4218,2023-04-06,MEMBERSHIP,SILVER,5150848.75
301,CARD_fcee4218,2023-07-05,SILVER,GOLD,4000804.65
302,CARD_027174e4,2023-11-27,MEMBERSHIP,SILVER,776985.98
303,CARD_23a05da0,2023-01-21,MEMBERSHIP,SILVER,7162022.75
304,CARD_23a05da0,2023-10-18,SILVER,GOLD,885923.76
305,CARD_39f9aa19,2024-01-24,MEMBERSHIP,SILVER,9597888.01
306,CARD_39f9aa19,2024-04-23,SILVER,GOLD,1829439.05
307,CARD_39f9aa19,2024-07-22,GOLD,SILVER,9105020.05
308,CARD_ecd9b99b,2023-06-03,MEMBERSHIP,SILVER,6545233.7
309,CARD_ecd9b99b,2024-02-28,SILVER,GOLD,6790515.87
310,CARD_6bee035e,2024-05-13,MEMBERSHIP,SILVER,6462558.22
311,CARD_6bee035e,2024-08-11,SILVER,GOLD,7636089.19
312,CARD_0741a6c0,2024-05-06,MEMBERSHIP,SILVER,6427225.36
313,CARD_0741a6c0,2024-08-04,SILVER,GOLD,6885621.82
314,CARD_0741a6c0,2024-11-02,GOLD,SILVER,8046331.91
315,CARD_ea530892,2023-10-22,MEMBERSHIP,GOLD,8805255.45
316,CARD_79f62152,2023-08-26,MEMBERSHIP,SILVER,3753726.19
317,CARD_79f62152,2023-11-24,SILVER,GOLD,8236017.23
318,CARD_7b82b9e7,2023-05-18,MEMBERSHIP,SILVER,7542625.92
319,CARD_7b82b9e7,2024-02-12,SILVER,GOLD,3393501.53
320,CARD_24dcd521,2023-07-12,MEMBERSHIP,SILVER,3329088.48
321,CARD_01686929,2024-08-15,MEMBERSHIP,SILVER,8203921.31
322,CARD_7e76c557,2024-05-19,MEMBERSHIP,SILVER,2067515.51
323,CARD_56c7eac6,2024-03-25,MEMBERSHIP,SILVER,5513432.67
324,CARD_56c7eac6,2024-06-23,SILVER,GOLD,4802728.88
325,CARD_56c7eac6,2024-12-20,GOLD,SILVER,1955638.93
326,CARD_c2fbfd23,2024-01-08,MEMBERSHIP,SILVER,3561097.03
327,CARD_8d5fdc92,2024-12-10,MEMBERSHIP,SILVER,1687159.26
328,CARD_09d4d0d0,2024-08-27,MEMBERSHIP,SILVER,5010252.61
329,CARD_bc0dbb4c,2024-07-10,MEMBERSHIP,SILVER,8055229.92
330,CARD_bc0dbb4c,2024-10-08,SILVER,GOLD,2169293.87
331,CARD_2fb66c64,2024-04-26,MEMBERSHIP,SILVER,6695435.26
332,CARD_2fb66c64,2024-07-25,SILVER,GOLD,8685658.19
333,CARD_f0580774,2023-11-11,MEMBERSHIP,SILVER,4049614.15
334,CARD_f0580774,2024-05-09,SILVER,GOLD,6230633.81
335,CARD_bffd8e01,2024-10-30,MEMBERSHIP,SILVER,5397435.3
336,CARD_d0f9b293,2024-06-23,MEMBERSHIP,SILVER,2541519.32
337,CARD_2b0170d5,2023-03-27,MEMBERSHIP,SILVER,6936506.22
338,CARD_2b0170d5,2023-09-23,SILVER,GOLD,1784732.04
339,CARD_2b0170d5,2023-12-22,GOLD,SILVER,1204514.03
340,CARD_a684b8cd,2023-10-04,MEMBERSHIP,SILVER,5231675.61
341,CARD_95770a59,2024-01-07,MEMBERSHIP,SILVER,1558512.89
342,CARD_2a0994a0,2023-10-29,MEMBERSHIP,SILVER,4816052.17
343,CARD_2a0994a0,2024-01-27,SILVER,GOLD,4019729.11
344,CARD_c2976dc4,2024-12-11,MEMBERSHIP,SILVER,3473592.67
345,CARD_80a02861,2023-11-18,MEMBERSHIP,SILVER,863840.62
346,CARD_cf801f1c,2023-10-16,MEMBERSHIP,GOLD,6804981.87
347,CARD_d040a378,2024-08-22,MEMBERSHIP,SILVER,9093230.84
348,CARD_d040a378,2024-11-20,SILVER,GOLD,8650168.65
349,CARD_51ca5a86,2023-09-10,MEMBERSHIP,SILVER,7967219.05
350,CARD_51ca5a86,2023-12-09,SILVER,GOLD,3359093.03
351,CARD_51ca5a86,2024-06-06,GOLD,SILVER,306280.91
352,CARD_c5a4f10b,2023-12-14,MEMBERSHIP,SILVER,3438857.53
353,CARD_e1efc291,2024-02-12,MEMBERSHIP,SILVER,5098075.84
354,CARD_e1efc291,2024-05-12,SILVER,GOLD,6775226.42
355,CARD_e1efc291,2024-11-08,GOLD,SILVER,4763300.94
356,CARD_29228e2f,2023-06-21,MEMBERSHIP,SILVER,1774255.66
357,CARD_5c311d71,2024-12-03,MEMBERSHIP,SILVER,7299336.48
358,CARD_ccefcc9d,2023-09-16,MEMBERSHIP,SILVER,1461555.4
359,CARD_dea104e2,2023-08-28,MEMBERSHIP,SILVER,9174992.85
360,CARD_dea104e2,2023-11-26,SILVER,GOLD,10157717.71
